"","strategy","algo","approach","n","n.cova","event.prob","ttm.prob","seed","mh_pval","clog_coef","clog_pval","clog_lower","clog_upper"
"1043","matching","A1","mhl",10000,10,0.05,0.5,43,0.0530207768500853,0.329479201130202,0.107625837476818,-0.0718786591093185,0.730837061369723
"1044","matching","A1","mhl",10000,10,0.05,0.5,44,0.0898562474394999,0.302280871872923,0.181370738420355,-0.140995630238917,0.745557373984762
"1045","matching","A1","mhl",10000,10,0.05,0.5,45,0.000917801859648515,0.648026744457811,0.0022003811983512,0.233197322418422,1.0628561664972
"1046","matching","A1","mhl",10000,10,0.05,0.5,46,0.00556858153059392,0.527354925675723,0.0121008852922972,0.115430267239997,0.939279584111448
"1047","matching","A1","mhl",10000,10,0.05,0.5,47,0.0146909396850368,0.438254930928401,0.0306961854952196,0.0407684736065683,0.835741388250233
"1048","matching","A1","mhl",10000,10,0.05,0.5,48,0.344578258389676,0.0800427076370705,0.689235152099447,-0.31226406032372,0.472349475597861
"1049","matching","A1","mhl",10000,10,0.05,0.5,49,0.0310212130157131,0.41551544396041,0.0639345504884684,-0.0240718846390049,0.855102772559824
"1050","matching","A1","mhl",10000,10,0.05,0.5,50,0.300089743570277,0.110000895214329,0.600363221992141,-0.301540893358646,0.521542683787304
"1051","matching","A1","mhl",10000,10,0.05,0.5,51,0.0911393183346838,0.275411979859964,0.183661375083906,-0.130583394358827,0.681407354078755
"1052","matching","A1","mhl",10000,10,0.05,0.5,52,0.00438731653005053,0.56393544896982,0.00970111686862882,0.136571562242748,0.991299335696891
"1053","matching","A1","mhl",10000,10,0.05,0.5,53,0.370967200424177,0.0723206615616938,0.741988629536548,-0.358228664487346,0.502869987610733
"1054","matching","A1","mhl",10000,10,0.05,0.5,54,0.0220049781951244,0.433635985072504,0.0456838837151737,0.00831952334711356,0.858952446797895
"1055","matching","A1","mhl",10000,10,0.05,0.5,55,0.0979107369613074,0.258861633916288,0.197070194585681,-0.134457443534381,0.652180711366957
"1056","matching","A1","mhl",10000,10,0.05,0.5,56,0.0600853651468399,0.304211374402979,0.121602787798919,-0.0809385786496707,0.689361327455628
"1057","matching","A1","mhl",10000,10,0.05,0.5,57,0.015598354866467,0.449525097898193,0.0326370374058416,0.0371475281849289,0.861902667611458
"1058","matching","A1","mhl",10000,10,0.05,0.5,58,0.192133031854478,0.168622712435793,0.384829135242136,-0.21167870410421,0.548924128975796
"1059","matching","A1","mhl",10000,10,0.05,0.5,59,0.0633152289738086,0.336472236621157,0.128424725923321,-0.097293927452553,0.770238400694867
"1060","matching","A1","mhl",10000,10,0.05,0.5,60,0.0633152289738086,0.336472236621157,0.128424725923321,-0.097293927452553,0.770238400694867
"1061","matching","A1","mhl",10000,10,0.05,0.5,61,0.00278211851527888,0.563469357142608,0.00621771392790573,0.159832666742116,0.967106047543099
"1062","matching","A1","mhl",10000,10,0.05,0.5,62,0.164485887205312,0.212561441983672,0.329881937337923,-0.215018010276327,0.640140894243672
"1063","matching","A1","mhl",10000,10,0.05,0.5,63,0.298056332861662,0.11247798342669,0.596306314320375,-0.303690818446263,0.528646785299643
"1064","matching","A1","mhl",10000,10,0.05,0.5,64,0.207108089121263,0.167054084663166,0.414758737678742,-0.234418318347021,0.568526487673353
"1065","matching","A1","mhl",10000,10,0.05,0.5,65,0.0864774589942103,0.287682072451775,0.174437582022912,-0.127496385817236,0.702860530720787
"1066","matching","A1","mhl",10000,10,0.05,0.5,66,0.0138539246790399,0.470003629238039,0.0291637769900938,0.0476845019821253,0.892322756493952
"1067","matching","A1","mhl",10000,10,0.05,0.5,67,0.458705630096021,0.0215062052209594,0.917412846086169,-0.384994890424136,0.428007300866055
"1068","matching","A1","mhl",10000,10,0.05,0.5,68,0.0131303170588978,0.456758402490655,0.0275852989258015,0.0504145391491972,0.863102265832113
"1069","matching","A1","mhl",10000,10,0.05,0.5,69,0.032598209539065,0.405465108107288,0.0670500688413228,-0.0284782118504614,0.839408428065037
"1070","matching","A1","mhl",10000,10,0.05,0.5,70,0.0136001753081533,0.497838428221299,0.0288166114151929,0.0514745089272665,0.944202347515331
"1071","matching","A1","mhl",10000,10,0.05,0.5,71,0.00402465167790333,0.577315364880043,0.00896074182271933,0.144372409588373,1.01025832017171
"1072","matching","A1","mhl",10000,10,0.05,0.5,72,0.185250990788016,0.178691788743376,0.371138336094363,-0.212913471938498,0.570297049425249
"1073","matching","A1","mhl",10000,10,0.05,0.5,73,0.00141877244439614,0.659245627832696,0.00337397930461057,0.218472811152579,1.10001844451281
"1074","matching","A1","mhl",10000,10,0.05,0.5,74,0.0047657319037,0.551176919210605,0.0104716470895437,0.129165598870734,0.973188239550476
"1075","matching","A1","mhl",10000,10,0.05,0.5,75,0.00853981839148743,0.50509494903491,0.0182836187022314,0.0855856941462458,0.924604203923574
"1076","matching","A1","mhl",10000,10,0.05,0.5,76,0.0121789578590185,0.492476485082533,0.0258242693349931,0.0594107055988659,0.925542264566201
"1077","matching","A1","mhl",10000,10,0.05,0.5,77,0.000217707576897319,0.738956716591239,0.000584181236529623,0.317790722681821,1.16012271050066
"1078","matching","A1","mhl",10000,10,0.05,0.5,78,0.00379600592365437,0.520534437858649,0.00829570881363034,0.134053605450953,0.907015270266344
"1079","matching","A1","mhl",10000,10,0.05,0.5,79,0.170042304091532,0.20294084399669,0.340912939364731,-0.214711630324999,0.620593318318379
"1080","matching","A1","mhl",10000,10,0.05,0.5,80,0.0145481658706261,0.485507815769315,0.0307036130913242,0.0451445609030725,0.925871070635557
"1081","matching","A1","mhl",10000,10,0.05,0.5,81,0.00452461692358241,0.515813165246999,0.0098379104320655,0.124186203974914,0.907440126519085
"1082","matching","A1","mhl",10000,10,0.05,0.5,82,0.0457409605284161,0.384411698909933,0.0934866846318186,-0.0647862024035343,0.833609600223401
"1083","matching","A1","mhl",10000,10,0.05,0.5,83,0.457310693949844,0.0229895182246934,0.914623260850419,-0.397298637607174,0.443277674056561
"1084","matching","A1","mhl",10000,10,0.05,0.5,84,0.0130072398114471,0.480972660605515,0.0274763334837745,0.0533878283301776,0.908557492880852
"1085","matching","A1","mhl",10000,10,0.05,0.5,85,0.00715293921771487,0.510825623739935,0.0153904401302744,0.0976289355382395,0.92402231194163
"1086","matching","A1","mhl",10000,10,0.05,0.5,86,0.0130072398114471,0.480972660605515,0.0274763334837744,0.0533878283301777,0.908557492880852
"1087","matching","A1","mhl",10000,10,0.05,0.5,87,0.0477903522728147,0.374693449441138,0.0975282139453534,-0.0685200827858479,0.817906981668123
"1088","matching","A1","mhl",10000,10,0.05,0.5,88,0.0139034475134986,0.447312218039944,0.029126876723821,0.0454743416697498,0.849150094410137
"1089","matching","A1","mhl",10000,10,0.05,0.5,89,0.015598354866467,0.449525097898193,0.0326370374058416,0.0371475281849287,0.861902667611458
"1090","matching","A1","mhl",10000,10,0.05,0.5,90,0.377867808786864,0.0645385211294861,0.7557766553266,-0.342150725923754,0.471227768182726
"1091","matching","A1","mhl",10000,10,0.05,0.5,91,0.256345380130962,0.143100843640673,0.513050328830557,-0.285693624247314,0.571895311528661
"1092","matching","A1","mhl",10000,10,0.05,0.5,92,0.00068713793791586,0.663294216262064,0.00167750542481915,0.249545494905294,1.07704293761883
"1093","matching","A1","mhl",10000,10,0.05,0.5,93,0.458705630096021,0.0215062052209594,0.917412846086169,-0.384994890424136,0.428007300866055
"1094","matching","A1","mhl",10000,10,0.05,0.5,94,0.243049729868089,0.138836444854217,0.486449537814683,-0.252151141530438,0.529824031238872
"1095","matching","A1","mhl",10000,10,0.05,0.5,95,0.0512352174298747,0.336472236621157,0.104095389777033,-0.0692788563635915,0.742223329605906
"1096","matching","A1","mhl",10000,10,0.05,0.5,96,0.038965605306281,0.369747025505861,0.0796335758627058,-0.0436967160455242,0.783190767057247
"1097","matching","A1","mhl",10000,10,0.05,0.5,97,0.5,0,1,-0.400075973029609,0.400075973029609
"1098","matching","A1","mhl",10000,10,0.05,0.5,98,0.0743709300429215,0.300104592450328,0.15026808003323,-0.108765309629177,0.708974494529832
"1099","matching","A1","mhl",10000,10,0.05,0.5,99,0.0138539246790399,0.470003629238039,0.0291637769900938,0.0476845019821254,0.892322756493952
"1100","matching","A1","mhl",10000,10,0.05,0.5,100,0.0864774589942103,0.287682072451776,0.174437582022912,-0.127496385817236,0.702860530720788
"1101","matching","A1","mhl",10000,10,0.1,0.5,1,0.0234187065418193,0.446287102624822,0.0486819548290189,0.00258138420278237,0.889992821046862
"1102","matching","A1","mhl",10000,10,0.1,0.5,2,0.0864774589942103,0.287682072451776,0.174437582022912,-0.127496385817236,0.702860530720788
"1103","matching","A1","mhl",10000,10,0.1,0.5,3,0.214145927722447,0.157185583522413,0.428767105464634,-0.232144446437452,0.546515613482278
"1104","matching","A1","mhl",10000,10,0.1,0.5,4,0.0341826564446772,0.395895657091398,0.070180649543311,-0.0326252576791606,0.824416571861956
"1105","matching","A1","mhl",10000,10,0.1,0.5,5,0.115069670221708,0.241162056816888,0.231268761487575,-0.153683940034377,0.636008053668152
"1106","matching","A1","mhl",10000,10,0.1,0.5,6,0.0164940971214781,0.439951284176417,0.0344190923915211,0.0322743371530451,0.84762823119979
"1107","matching","A1","mhl",10000,10,0.1,0.5,7,0.107912640358005,0.256719846847813,0.21708621071271,-0.150925185852625,0.664364879548252
"1108","matching","A1","mhl",10000,10,0.1,0.5,8,0.00332780274147471,0.559615787836946,0.00739496877783496,0.150124974392203,0.969106601281688
"1109","matching","A1","mhl",10000,10,0.1,0.5,9,0.0599221394291131,0.325422400434594,0.121481423879899,-0.0864478102258895,0.737292611095078
"1110","matching","A1","mhl",10000,10,0.1,0.5,10,0.347443301186237,0.0769610411084207,0.69495810806157,-0.307704141515215,0.461626223732057
"1111","matching","A1","mhl",10000,10,0.1,0.5,11,0.185250990788016,0.178691788743376,0.371138336094363,-0.212913471938498,0.570297049425249
"1112","matching","A1","mhl",10000,10,0.1,0.5,12,0.0807566592337711,0.281851152140984,0.162902270629099,-0.114040583112723,0.677742887394691
"1113","matching","A1","mhl",10000,10,0.1,0.5,13,0.027896473477769,0.437213806420084,0.0577619769886754,-0.0143926799944507,0.88882029283462
"1114","matching","A1","mhl",10000,10,0.1,0.5,14,0.0343894066659761,0.352220593589243,0.0702187943549767,-0.0290779058102744,0.733519092988759
"1115","matching","A1","mhl",10000,10,0.1,0.5,15,0.339961392526076,0.0851578082840622,0.680014119133456,-0.31951844547969,0.489834062047814
"1116","matching","A1","mhl",10000,10,0.1,0.5,16,0.0565700040760032,0.316337328212135,0.114646098853411,-0.076658502785138,0.709333159209408
"1117","matching","A1","mhl",10000,10,0.1,0.5,17,0.0155162597500724,0.473784352076986,0.0326292708928025,0.0391716530466962,0.908397051107275
"1118","matching","A1","mhl",10000,10,0.1,0.5,18,0.0956829363928585,0.264151575041585,0.192657291537874,-0.133257195099457,0.661560345182627
"1119","matching","A1","mhl",10000,10,0.1,0.5,19,0.0136001753081533,0.497838428221299,0.0288166114151929,0.0514745089272666,0.944202347515332
"1120","matching","A1","mhl",10000,10,0.1,0.5,20,0.00782792231452489,0.476082675312825,0.0166581760475998,0.0863416855475139,0.865823665078136
"1121","matching","A1","mhl",10000,10,0.1,0.5,21,0.0494434543896418,0.343771539102749,0.100553582535781,-0.0665254873928893,0.754068565598386
"1122","matching","A1","mhl",10000,10,0.1,0.5,22,0.0638769450084786,0.311779624030824,0.12930000176265,-0.0910746877481013,0.714633935809749
"1123","matching","A1","mhl",10000,10,0.1,0.5,23,0.0147179684671912,0.459532329372911,0.0308846470412742,0.0422779658706815,0.87678669287514
"1124","matching","A1","mhl",10000,10,0.1,0.5,24,0.00438731653005053,0.563935448969819,0.00970111686862893,0.136571562242748,0.99129933569689
"1125","matching","A1","mhl",10000,10,0.1,0.5,25,0.0154920250492283,0.429562659685174,0.0322917766365294,0.03628202907358,0.822843290296768
"1126","matching","A1","mhl",10000,10,0.1,0.5,26,0.00818865417074743,0.536304709013962,0.0176983513486764,0.0931361388527725,0.979473279175152
"1127","matching","A1","mhl",10000,10,0.1,0.5,27,0.00193862576975778,0.614366302325958,0.00446832797638506,0.190830497704361,1.03790210694755
"1128","matching","A1","mhl",10000,10,0.1,0.5,28,0.0792627586144776,0.308301359654501,0.160176243799474,-0.121936142492164,0.738538861801165
"1129","matching","A1","mhl",10000,10,0.1,0.5,29,0.0206134166685819,0.422856850818407,0.0427532604212948,0.0138054234528316,0.831908278183982
"1130","matching","A1","mhl",10000,10,0.1,0.5,30,0.0498341432918782,0.365459773494277,0.101560107719244,-0.0720115989991257,0.802931145987679
"1131","matching","A1","mhl",10000,10,0.1,0.5,31,0.27014568730371,0.125163142954006,0.540555689647244,-0.275696525191064,0.526022811099075
"1132","matching","A1","mhl",10000,10,0.1,0.5,32,0.0185110197162082,0.466089729917792,0.0387565424138551,0.0240848542424418,0.908094605593141
"1133","matching","A1","mhl",10000,10,0.1,0.5,33,0.00213336241108808,0.600773860153303,0.00487454496152973,0.182511865484256,1.01903585482235
"1134","matching","A1","mhl",10000,10,0.1,0.5,34,0.00525762296792942,0.559615787836945,0.0115590672383512,0.125285191306386,0.993946384367504
"1135","matching","A1","mhl",10000,10,0.1,0.5,35,0.298056332861662,0.11247798342669,0.596306314320376,-0.303690818446263,0.528646785299643
"1136","matching","A1","mhl",10000,10,0.1,0.5,36,0.0786496035251426,0.287682072451776,0.158732123174865,-0.112393900577833,0.687758045481385
"1137","matching","A1","mhl",10000,10,0.1,0.5,37,0.0494434543896418,0.343771539102749,0.100553582535781,-0.0665254873928893,0.754068565598386
"1138","matching","A1","mhl",10000,10,0.1,0.5,38,0.0188176568936571,0.39803012961998,0.0389092625540857,0.0202723264577168,0.775787932782243
"1139","matching","A1","mhl",10000,10,0.1,0.5,39,0.0109050595718612,0.487703206331905,0.0231419093697709,0.0668113191409917,0.908595093522817
"1140","matching","A1","mhl",10000,10,0.1,0.5,40,0.0249301018784535,0.38946476676124,0.0513167811512716,-0.0022268447032,0.781156378225679
"1141","matching","A1","mhl",10000,10,0.1,0.5,41,0.00795322205085169,0.516690743187604,0.0171050164737136,0.0919813162162557,0.941400170158953
"1142","matching","A1","mhl",10000,10,0.1,0.5,42,0.153717082963698,0.20909179785856,0.308315072774994,-0.193172551483369,0.611356147200488
"1143","matching","A1","mhl",10000,10,0.1,0.5,43,0.0345110879917281,0.371563556432241,0.070628765811877,-0.0312621120026326,0.774389224867116
"1144","matching","A1","mhl",10000,10,0.1,0.5,44,0.0633152289738086,0.336472236621157,0.128424725923321,-0.097293927452553,0.770238400694867
"1145","matching","A1","mhl",10000,10,0.1,0.5,45,0.000336929265676855,0.708185057924486,0.000868534050860781,0.291360095463798,1.12501002038517
"1146","matching","A1","mhl",10000,10,0.1,0.5,46,0.061906111910666,0.31845373111851,0.125403103453317,-0.0888313979350251,0.725738860172045
"1147","matching","A1","mhl",10000,10,0.1,0.5,47,0.0318545510821784,0.365934269351336,0.0651970088031239,-0.0230326506830615,0.754901189385734
"1148","matching","A1","mhl",10000,10,0.1,0.5,48,0.272226988637351,0.122602322092332,0.544705951205323,-0.274114431339114,0.519319075523779
"1149","matching","A1","mhl",10000,10,0.1,0.5,49,0.00525762296792942,0.559615787836945,0.0115590672383512,0.125285191306386,0.993946384367504
"1150","matching","A1","mhl",10000,10,0.1,0.5,50,0.265807288440806,0.130620182417065,0.531906239222216,-0.278932464300943,0.540172829135072
"1151","matching","A1","mhl",10000,10,0.1,0.5,51,0.119658270610748,0.231801614057324,0.240368387964983,-0.155163530362135,0.618766758476784
"1152","matching","A1","mhl",10000,10,0.1,0.5,52,0.061906111910666,0.318453731118509,0.125403103453317,-0.0888313979350259,0.725738860172045
"1153","matching","A1","mhl",10000,10,0.1,0.5,53,0.291564045690069,0.120627987788614,0.583356391160681,-0.310422851914622,0.551678827491851
"1154","matching","A1","mhl",10000,10,0.1,0.5,54,0.0185281092820595,0.441832752275935,0.0386137353249036,0.0231387489697325,0.860526755582137
"1155","matching","A1","mhl",10000,10,0.1,0.5,55,0.238621966169008,0.144581228811108,0.477627465232198,-0.254467589832992,0.543630047455208
"1156","matching","A1","mhl",10000,10,0.1,0.5,56,0.0305946125537739,0.373204245889686,0.0627011281481587,-0.0197818098681392,0.766190301647511
"1157","matching","A1","mhl",10000,10,0.1,0.5,57,0.0206134166685819,0.422856850818407,0.0427532604212948,0.0138054234528318,0.831908278183982
"1158","matching","A1","mhl",10000,10,0.1,0.5,58,0.185250990788016,0.178691788743376,0.371138336094362,-0.212913471938498,0.57029704942525
"1159","matching","A1","mhl",10000,10,0.1,0.5,59,0.0677965006331511,0.320907720080074,0.137273718250209,-0.102348624638473,0.744164064798621
"1160","matching","A1","mhl",10000,10,0.1,0.5,60,0.167297129792743,0.207639364778245,0.335462172665573,-0.214887955306689,0.630166684863179
"1161","matching","A1","mhl",10000,10,0.1,0.5,61,0.001486854717905,0.606135803256891,0.00343955538989012,0.200043312592274,1.01222829392151
"1162","matching","A1","mhl",10000,10,0.1,0.5,62,0.0633152289738086,0.336472236621157,0.128424725923321,-0.097293927452553,0.770238400694867
"1163","matching","A1","mhl",10000,10,0.1,0.5,63,0.188495996618563,0.195744577126096,0.377753362986361,-0.239213998994771,0.630703153246962
"1164","matching","A1","mhl",10000,10,0.1,0.5,64,0.207108089121263,0.167054084663166,0.414758737678742,-0.234418318347021,0.568526487673353
"1165","matching","A1","mhl",10000,10,0.1,0.5,65,0.0677767522115482,0.299242894852847,0.137014434228507,-0.0951785805724981,0.693664370278192
"1166","matching","A1","mhl",10000,10,0.1,0.5,66,0.00280159679996717,0.584513339371903,0.00631240402502798,0.165038885182132,1.00398779356167
"1167","matching","A1","mhl",10000,10,0.1,0.5,67,0.376576182382957,0.0659579677823828,0.753195649717882,-0.345185618676408,0.477101554241174
"1168","matching","A1","mhl",10000,10,0.1,0.5,68,0.0256262914286848,0.405465108107288,0.0528592071644146,-0.00500417941045928,0.815934395625035
"1169","matching","A1","mhl",10000,10,0.1,0.5,69,0.0357729862945032,0.386772975095575,0.0733232656592059,-0.0365325228266072,0.810078473017758
"1170","matching","A1","mhl",10000,10,0.1,0.5,70,0.0136001753081533,0.497838428221299,0.0288166114151929,0.0514745089272665,0.944202347515332
"1171","matching","A1","mhl",10000,10,0.1,0.5,71,0.0047657319037,0.551176919210605,0.0104716470895437,0.129165598870734,0.973188239550475
"1172","matching","A1","mhl",10000,10,0.1,0.5,72,0.379119731807456,0.0631789016145653,0.758278414176215,-0.339197903323985,0.465555706553116
"1173","matching","A1","mhl",10000,10,0.1,0.5,73,0.0165031288306162,0.462623521942011,0.0345911009731035,0.0335288828814808,0.891718161002542
"1174","matching","A1","mhl",10000,10,0.1,0.5,74,0.00158138189518453,0.643550238676902,0.00371812743214606,0.208777311774297,1.07832316557951
"1175","matching","A1","mhl",10000,10,0.1,0.5,75,0.0220049781951244,0.433635985072504,0.0456838837151737,0.00831952334711361,0.858952446797895
"1176","matching","A1","mhl",10000,10,0.1,0.5,76,0.00579186511393992,0.569094531764273,0.0127445410043671,0.121289906445459,1.01689915708309
"1177","matching","A1","mhl",10000,10,0.1,0.5,77,0.00278211851527888,0.563469357142608,0.00621771392790573,0.159832666742116,0.967106047543099
"1178","matching","A1","mhl",10000,10,0.1,0.5,78,0.0221397542771959,0.390197635976879,0.0456374405046766,0.00756824771624637,0.772827024237512
"1179","matching","A1","mhl",10000,10,0.1,0.5,79,0.0185110197162082,0.466089729917791,0.038756542413855,0.0240848542424416,0.908094605593141
"1180","matching","A1","mhl",10000,10,0.1,0.5,80,0.00210492254928918,0.626455805556693,0.00486672639700811,0.190393797262512,1.06251781385087
"1181","matching","A1","mhl",10000,10,0.1,0.5,81,0.00782792231452489,0.476082675312825,0.0166581760475998,0.0863416855475137,0.865823665078136
"1182","matching","A1","mhl",10000,10,0.1,0.5,82,0.107932821002916,0.280301965154154,0.217368987905037,-0.165062867912594,0.725666798220903
"1183","matching","A1","mhl",10000,10,0.1,0.5,83,0.333113822704809,0.0930904229611451,0.666340847978559,-0.330064240428038,0.516245086350328
"1184","matching","A1","mhl",10000,10,0.1,0.5,84,0.0220049781951244,0.433635985072504,0.0456838837151737,0.00831952334711361,0.858952446797895
"1185","matching","A1","mhl",10000,10,0.1,0.5,85,0.00665414649544305,0.522189382380376,0.0143847890619166,0.104020232584351,0.940358532176401
"1186","matching","A1","mhl",10000,10,0.1,0.5,86,0.0422345161266259,0.376477571234619,0.0863127453526797,-0.0537301556601106,0.806685298129349
"1187","matching","A1","mhl",10000,10,0.1,0.5,87,0.161606117311154,0.217723483844871,0.324167547673029,-0.215096554661928,0.65054352235167
"1188","matching","A1","mhl",10000,10,0.1,0.5,88,0.0716174537623349,0.287682072451775,0.144616207695389,-0.0988280376995845,0.674192182603134
"1189","matching","A1","mhl",10000,10,0.1,0.5,89,0.0302844301013286,0.396415272587619,0.0622658077548843,-0.0203195558115591,0.813150100986797
"1190","matching","A1","mhl",10000,10,0.1,0.5,90,0.458705630096021,0.0215062052209594,0.917412846086169,-0.384994890424136,0.428007300866055
"1191","matching","A1","mhl",10000,10,0.1,0.5,91,0.215476612000394,0.177681177237452,0.431559104656012,-0.265086754198164,0.620449108673068
"1192","matching","A1","mhl",10000,10,0.1,0.5,92,0.00109982353055649,0.64662716412855,0.00261969363465375,0.22545810087295,1.06779622738415
"1193","matching","A1","mhl",10000,10,0.1,0.5,93,0.268006684768911,0.127833371509885,0.536290887749243,-0.277302480646383,0.532969223666153
"1194","matching","A1","mhl",10000,10,0.1,0.5,94,0.119658270610748,0.231801614057323,0.240368387964985,-0.155163530362136,0.618766758476783
"1195","matching","A1","mhl",10000,10,0.1,0.5,95,0.0911393183346838,0.275411979859964,0.183661375083906,-0.130583394358827,0.681407354078755
"1196","matching","A1","mhl",10000,10,0.1,0.5,96,0.0302844301013286,0.396415272587618,0.0622658077548847,-0.0203195558115599,0.813150100986797
"1197","matching","A1","mhl",10000,10,0.1,0.5,97,0.655421741610324,-0.0800427076370706,0.689235152099447,-0.472349475597861,0.31226406032372
"1198","matching","A1","mhl",10000,10,0.1,0.5,98,0.272226988637351,0.122602322092332,0.544705951205323,-0.274114431339114,0.519319075523779
"1199","matching","A1","mhl",10000,10,0.1,0.5,99,0.0109050595718612,0.487703206331904,0.023141909369771,0.0668113191409914,0.908595093522817
"1200","matching","A1","mhl",10000,10,0.1,0.5,100,0.010197420091688,0.498991166100492,0.0217263460129012,0.0728672851670981,0.925115047033886
"1201","matching","A1","mhl",20000,20,0.01,0.1,1,0.814453315238651,-0.405465108107289,0.374363512135995,-1.30006217996579,0.489131963751211
"1202","matching","A1","mhl",20000,20,0.01,0.1,2,0.100412561347573,0.559615787836945,0.20671013378133,-0.309045405224173,1.42827698089806
"1203","matching","A1","mhl",20000,20,0.01,0.1,3,0.725746882249926,-0.241162056816887,0.549474018091027,-1.03085405051942,0.548529936885643
"1204","matching","A1","mhl",20000,20,0.01,0.1,4,0.0206134166685819,0.887303195000902,0.0481790190099645,0.00710549138488192,1.76750089861692
"1205","matching","A1","mhl",20000,20,0.01,0.1,5,0.880341729389252,-0.470003629238039,0.243640521253187,-1.26009037027454,0.320083111798467
"1206","matching","A1","mhl",20000,20,0.01,0.1,6,0.0447775372068213,0.875468737353899,0.100027696772336,-0.167801760901468,1.91873923560927
"1207","matching","A1","mhl",20000,20,0.01,0.1,7,0.0261018176706573,1.20397280432092,0.0674047042529614,-0.0862334410637589,2.49417904970559
"1208","matching","A1","mhl",20000,20,0.01,0.1,8,0.0898562474394999,0.619039207981313,0.186682897588507,-0.299806080291526,1.53788449625415
"1209","matching","A1","mhl",20000,20,0.01,0.1,9,0.110335680959923,0.510825623739935,0.22569259553875,-0.315567752663456,1.33721900014333
"1210","matching","A1","mhl",20000,20,0.01,0.1,10,0.125674554405111,0.538996500675662,0.257084020049373,-0.393152307136626,1.47114530848795
"1211","matching","A1","mhl",20000,20,0.01,0.1,11,0.90317678436539,-0.492476485082534,0.198155699103266,-1.24256841816767,0.257615448002598
"1212","matching","A1","mhl",20000,20,0.01,0.1,12,0.862383237962583,-0.485507815769315,0.279943419654728,-1.3662343255018,0.39521869396317
"1213","matching","A1","mhl",20000,20,0.01,0.1,13,0.185546684761349,0.405465108107288,0.374363512135996,-0.489131963751212,1.30006217996579
"1214","matching","A1","mhl",20000,20,0.01,0.1,14,0.207108089121263,0.336472236621158,0.416414364181267,-0.475029949348339,1.14797442259065
"1215","matching","A1","mhl",20000,20,0.01,0.1,15,0.142524703701306,0.587786664701256,0.291970300369013,-0.505429014808117,1.68100234421063
"1216","matching","A1","mhl",20000,20,0.01,0.1,16,0.185546684761349,0.405465108107288,0.374363512135996,-0.489131963751212,1.30006217996579
"1217","matching","A1","mhl",20000,20,0.01,0.1,17,0.224845898984445,0.287682072451776,0.451252537343089,-0.460791537426729,1.03615568233028
"1218","matching","A1","mhl",20000,20,0.01,0.1,18,0.239750061093477,0.251314428280905,0.480655065297856,-0.44711544986816,0.94974430642997
"1219","matching","A1","mhl",20000,20,0.01,0.1,19,0.0416322583317752,0.693147178402484,0.0895347727601966,-0.107004767369018,1.49329912417399
"1220","matching","A1","mhl",20000,20,0.01,0.1,20,0.064095087172554,0.526093095856725,0.132613682740952,-0.159551562062558,1.21173775377601
"1221","matching","A1","mhl",20000,20,0.01,0.1,21,0.5,0,1,-0.692951912174839,0.692951912174839
"1222","matching","A1","mhl",20000,20,0.01,0.1,22,0.216383790333892,0.310154928303823,0.434608975055544,-0.46786871135435,1.088178567962
"1223","matching","A1","mhl",20000,20,0.01,0.1,23,0.642499672655955,-0.133531392624523,0.715203053361471,-0.850804765932949,0.583741980683903
"1224","matching","A1","mhl",20000,20,0.01,0.1,24,0.420740290560897,0.0800427076370704,0.841522329381647,-0.70457082828451,0.864656243558651
"1225","matching","A1","mhl",20000,20,0.01,0.1,25,0.0368191350601513,0.847297860387203,0.0824853771158648,-0.109066637357365,1.80366235813177
"1226","matching","A1","mhl",20000,20,0.01,0.1,26,0.887373546819673,-0.606135803256891,0.232356322905082,-1.60085519376114,0.388583587247362
"1227","matching","A1","mhl",20000,20,0.01,0.1,27,0.265807288440806,0.262364264467489,0.532790006545515,-0.56204019599503,1.08676872493001
"1228","matching","A1","mhl",20000,20,0.01,0.1,28,0.0633152289738086,0.693147178402484,0.134297258593133,-0.214139847130017,1.60043420393498
"1229","matching","A1","mhl",20000,20,0.01,0.1,29,0.327360423009289,0.200670695462151,0.655262030315415,-0.680267603744391,1.08160899466869
"1230","matching","A1","mhl",20000,20,0.01,0.1,30,0.265807288440806,0.26236426446749,0.532790006545515,-0.56204019599503,1.08676872493001
"1231","matching","A1","mhl",20000,20,0.01,0.1,31,0.889664319040077,-0.510825623739935,0.22569259553875,-1.33721900014332,0.315567752663456
"1232","matching","A1","mhl",20000,20,0.01,0.1,32,0.573658157832679,-0.068992871474054,0.852712563991488,-0.797338373606505,0.659352630658397
"1233","matching","A1","mhl",20000,20,0.01,0.1,33,0.196884317321496,0.36772478012511,0.396428580594401,-0.482172619692045,1.21762217994227
"1234","matching","A1","mhl",20000,20,0.01,0.1,34,0.196884317321496,0.36772478012511,0.396428580594401,-0.482172619692045,1.21762217994227
"1235","matching","A1","mhl",20000,20,0.01,0.1,35,0.224845898984445,0.287682072451776,0.451252537343089,-0.460791537426729,1.03615568233028
"1236","matching","A1","mhl",20000,20,0.01,0.1,36,0.0720635174080076,0.546543706298244,0.149141155361417,-0.196023174419022,1.28911058701551
"1237","matching","A1","mhl",20000,20,0.01,0.1,37,0.0898562474394999,0.619039207981312,0.186682897588508,-0.299806080291526,1.53788449625415
"1238","matching","A1","mhl",20000,20,0.01,0.1,38,0.0416322583317752,0.693147178402484,0.0895347727601966,-0.107004767369018,1.49329912417399
