"","algo","approach","n","n.cova","event.prob","ttm.prob","mh_pval","clog_coef","clog_pval"
"clog_mhl1.A2.10.26.3.0.5.41","A2","mhl",20000,10,1,0.5,0.165702973472457,0.219069481719717,0.289457570789524
"clog_mhl1.A2.10.26.3.0.5.42","A2","mhl",20000,10,1,0.5,0.880865365326813,-0.287682072451776,0.211572191455648
"clog_mhl1.A2.10.26.3.0.5.43","A2","mhl",20000,10,1,0.5,0.5,0,1
"clog_mhl1.A2.10.26.3.0.5.44","A2","mhl",20000,10,1,0.5,0.948269851697518,-0.343771539102748,0.10055358253578
"clog_mhl1.A2.10.26.3.0.5.45","A2","mhl",20000,10,1,0.5,0.996642805107225,-0.626455805556693,0.00486672639700807
"clog_mhl1.A2.10.26.3.0.5.46","A2","mhl",20000,10,1,0.5,0.906574146328739,-0.237942152994068,0.247954314495513
"clog_mhl1.A2.10.26.3.0.5.47","A2","mhl",20000,10,1,0.5,0.538153392825482,-0.0344429210948779,0.865473990207556
"clog_mhl1.A2.10.26.3.0.5.48","A2","mhl",20000,10,1,0.5,0.819592061457959,-0.186102279633861,0.361508636584901
"clog_mhl1.A2.10.26.3.0.5.49","A2","mhl",20000,10,1,0.5,0.338328660858212,0.0803999097171745,0.688578282529902
"clog_mhl1.A2.10.26.3.0.5.50","A2","mhl",20000,10,1,0.5,0.134728202579889,0.239500867574003,0.267828415401015
"clog_mhl1.A2.10.26.3.0.5.51","A2","mhl",20000,10,1,0.5,0.867397303704246,-0.308301359654501,0.160176243799473
"clog_mhl1.A2.10.26.3.0.5.52","A2","mhl",20000,10,1,0.5,0.884930329778292,-0.265703165733004,0.175160121085727
"clog_mhl1.A2.10.26.3.0.5.53","A2","mhl",20000,10,1,0.5,0.996018255396725,-0.470003629238039,0.0197074776417038
"clog_mhl1.A2.10.26.3.0.5.54","A2","mhl",20000,10,1,0.5,0.768464492492706,-0.115069329784787,0.59212399072303
"clog_mhl1.A2.10.26.3.0.5.55","A2","mhl",20000,10,1,0.5,0.459972190408504,0.0454623740760612,0.831184728984593
"clog_mhl1.A2.10.26.3.0.5.56","A2","mhl",20000,10,1,0.5,0.220709163391027,0.195744577126095,0.377753362986363
"clog_mhl1.A2.10.26.3.0.5.57","A2","mhl",20000,10,1,0.5,0.692348722154745,-0.117783035656383,0.587809696542937
"clog_mhl1.A2.10.26.3.0.5.58","A2","mhl",20000,10,1,0.5,0.653969254532031,-0.0659579677823826,0.753195649717883
"clog_mhl1.A2.10.26.3.0.5.59","A2","mhl",20000,10,1,0.5,0.236321660085625,0.136798133665798,0.511172712714376
"clog_mhl1.A2.10.26.3.0.5.60","A2","mhl",20000,10,1,0.5,0.538507216540816,-0.0303851847121146,0.886836589764395
"clog_mhl1.A2.10.26.3.0.5.61","A2","mhl",20000,10,1,0.5,0.272226988637351,0.136798133665797,0.511172712714377
"clog_mhl1.A2.10.26.3.0.5.62","A2","mhl",20000,10,1,0.5,0.462190853465605,0.0219789067187713,0.916513582143529
"clog_mhl1.A2.10.26.3.0.5.63","A2","mhl",20000,10,1,0.5,0.812405723546121,-0.103184236019802,0.611840559021208
"clog_mhl1.A2.10.26.3.0.5.64","A2","mhl",20000,10,1,0.5,0.384848971890645,0.0434851119392286,0.834840154905357
"clog_mhl1.A2.10.26.3.0.5.65","A2","mhl",20000,10,1,0.5,0.377867808786864,0.0568770526595924,0.783059279356669
"clog_mhl1.A2.10.26.3.0.5.66","A2","mhl",20000,10,1,0.5,0.971905818705931,-0.414943852061476,0.0567658316151271
"clog_mhl1.A2.10.26.3.0.5.67","A2","mhl",20000,10,1,0.5,0.731993315231089,-0.136575535005751,0.522754420227274
"clog_mhl1.A2.10.26.3.0.5.68","A2","mhl",20000,10,1,0.5,0.346030745467969,0.130620182417064,0.531906239222217
"clog_mhl1.A2.10.26.3.0.5.69","A2","mhl",20000,10,1,0.5,0.586370326718644,-0.0706175671987752,0.744932777847281
"clog_mhl1.A2.10.26.3.0.5.70","A2","mhl",20000,10,1,0.5,0.6960205539125,-0.114821412597589,0.568779084879411
"clog_mhl1.A2.10.26.3.0.5.71","A2","mhl",20000,10,1,0.5,0.419946436635634,0.0581167277655544,0.780769270378711
"clog_mhl1.A2.10.26.3.0.5.72","A2","mhl",20000,10,1,0.5,0.41741366459262,0.0425596144183574,0.83658104106505
"clog_mhl1.A2.10.26.3.0.5.73","A2","mhl",20000,10,1,0.5,0.00161736445874605,0.747214401830221,0.00138220253152712
"clog_mhl1.A2.10.26.3.0.5.74","A2","mhl",20000,10,1,0.5,0.42225963373647,0.0425596144183575,0.836581041065049
"clog_mhl1.A2.10.26.3.0.5.75","A2","mhl",20000,10,1,0.5,0.57774036626353,-0.0163510754183963,0.941153186189834
"clog_mhl1.A2.10.26.3.0.5.76","A2","mhl",20000,10,1,0.5,0.946979223149915,-0.35937400090775,0.0934434907066465
"clog_mhl1.A2.10.26.3.0.5.77","A2","mhl",20000,10,1,0.5,0.00643054156930623,0.516216472370492,0.0129583557284976
"clog_mhl1.A2.10.26.3.0.5.78","A2","mhl",20000,10,1,0.5,0.541294369903979,-0.022989518224693,0.914623260850421
"clog_mhl1.A2.10.26.3.0.5.79","A2","mhl",20000,10,1,0.5,0.987602130159672,-0.421994410057796,0.0380650436014073
"clog_mhl1.A2.10.26.3.0.5.80","A2","mhl",20000,10,1,0.5,0.382656530986071,0.064538521129486,0.7557766553266
"clog_mhl1.A2.10.26.3.0.5.81","A2","mhl",20000,10,1,0.5,0.211855398583397,0.163629423781802,0.419539058457916
"clog_mhl1.A2.10.26.3.0.5.82","A2","mhl",20000,10,1,0.5,0.34308392492762,0.0851578082840618,0.680014119133457
"clog_mhl1.A2.10.26.3.0.5.83","A2","mhl",20000,10,1,0.5,0.725746882249926,-0.113328685307003,0.560257032547712
"clog_mhl1.A2.10.26.3.0.5.84","A2","mhl",20000,10,1,0.5,0.913053421599891,-0.287682072451776,0.144616207695388
"clog_mhl1.A2.10.26.3.0.5.85","A2","mhl",20000,10,1,0.5,0.655421741610324,-0.0833816088905171,0.683178199528253
"clog_mhl1.A2.10.26.3.0.5.86","A2","mhl",20000,10,1,0.5,0.704040168299511,-0.107630663903014,0.604300825371074
"clog_mhl1.A2.10.26.3.0.5.87","A2","mhl",20000,10,1,0.5,0.419946436635634,0.0408219945199275,0.839903839331386
"clog_mhl1.A2.10.26.3.0.5.88","A2","mhl",20000,10,1,0.5,0.347443301186237,0.0800427076370706,0.689235152099447
"clog_mhl1.A2.10.26.3.0.5.89","A2","mhl",20000,10,1,0.5,0.812405723546121,-0.212561441983673,0.329881937337921
"clog_mhl1.A2.10.26.3.0.5.90","A2","mhl",20000,10,1,0.5,0.618487699723502,-0.127833371509885,0.536290887749244
"clog_mhl1.A2.10.26.3.0.5.91","A2","mhl",20000,10,1,0.5,0.880341729389252,-0.27247860897353,0.217050621087892
"clog_mhl1.A2.10.26.3.0.5.92","A2","mhl",20000,10,1,0.5,0.0658340080114072,0.381113431627473,0.098309704217128
"clog_mhl1.A2.10.26.3.0.5.93","A2","mhl",20000,10,1,0.5,0.211855398583397,0.197976552822834,0.355725812180861
"clog_mhl1.A2.10.26.3.0.5.94","A2","mhl",20000,10,1,0.5,0.649844313531555,-0.154150679827259,0.463513691401969
"clog_mhl1.A2.10.26.3.0.5.95","A2","mhl",20000,10,1,0.5,0.653969254532031,-0.0693470379588595,0.74715366540007
"clog_mhl1.A2.10.26.3.0.5.96","A2","mhl",20000,10,1,0.5,0.541294369903979,-0.0454623740760611,0.831184728984593
"clog_mhl1.A2.10.26.3.0.5.97","A2","mhl",20000,10,1,0.5,0.245181842546271,0.161268147596122,0.453455805230293
"clog_mhl1.A2.10.26.3.0.5.98","A2","mhl",20000,10,1,0.5,0.810112262579525,-0.133849878184909,0.484306036299237
"clog_mhl1.A2.10.26.3.0.5.99","A2","mhl",20000,10,1,0.5,0.309411696627162,0.145464649833588,0.486879910686076
"clog_mhl1.A2.10.26.3.0.5.100","A2","mhl",20000,10,1,0.5,0.658454300845196,-0.0816780309722585,0.686250426995381
"clog_mhl1.A2.10.55.2.0.1.1","A2","mhl",10000,10,5,0.1,0.658454300845196,-0.0870113769242421,0.834878672501697
"clog_mhl1.A2.10.55.2.0.1.2","A2","mhl",10000,10,5,0.1,0.792891910878737,-0.303018270539904,0.460987262839808
"clog_mhl1.A2.10.55.2.0.1.3","A2","mhl",10000,10,5,0.1,0.652556698813763,-0.167054084663166,0.683439627231701
"clog_mhl1.A2.10.55.2.0.1.4","A2","mhl",10000,10,5,0.1,0.743654619869038,-0.200670695462151,0.655262030315414
"clog_mhl1.A2.10.55.2.0.1.5","A2","mhl",10000,10,5,0.1,0.919243340766229,-0.773189878028441,0.11720945012066
"clog_mhl1.A2.10.55.2.0.1.6","A2","mhl",10000,10,5,0.1,0.775154101015555,-0.143100843640673,0.70569643359096
"clog_mhl1.A2.10.55.2.0.1.7","A2","mhl",10000,10,5,0.1,0.274253117750074,0.167054084663166,0.683439627231701
"clog_mhl1.A2.10.55.2.0.1.8","A2","mhl",10000,10,5,0.1,0.58258633540738,-0.0870113769242421,0.834878672501697
"clog_mhl1.A2.10.55.2.0.1.9","A2","mhl",10000,10,5,0.1,0.232604409226071,0.336472236621157,0.416414364181268
"clog_mhl1.A2.10.55.2.0.1.10","A2","mhl",10000,10,5,0.1,0.576305170156643,-0.0231725668847095,0.950454836665177
"clog_mhl1.A2.10.55.2.0.1.11","A2","mhl",10000,10,5,0.1,0.423694829843357,-0.0606246218112159,0.861825381138158
"clog_mhl1.A2.10.55.2.0.1.12","A2","mhl",10000,10,5,0.1,0.970609139322321,-0.753771795256979,0.0787334162239057
"clog_mhl1.A2.10.55.2.0.1.13","A2","mhl",10000,10,5,0.1,0.955959244168905,-1.11032908056478,0.0529216771414499
"clog_mhl1.A2.10.55.2.0.1.14","A2","mhl",10000,10,5,0.1,0.862383237962583,-0.405465108107289,0.374363512135995
"clog_mhl1.A2.10.55.2.0.1.15","A2","mhl",10000,10,5,0.1,0.981313505829674,-0.736848590293454,0.0426900429612917
"clog_mhl1.A2.10.55.2.0.1.16","A2","mhl",10000,10,5,0.1,0.5,0,1
"clog_mhl1.A2.10.55.2.0.1.17","A2","mhl",10000,10,5,0.1,0.352728493055637,0.167054084663166,0.683439627231701
"clog_mhl1.A2.10.55.2.0.1.18","A2","mhl",10000,10,5,0.1,0.246358338613544,0.325422400434594,0.371281131359037
"clog_mhl1.A2.10.55.2.0.1.19","A2","mhl",10000,10,5,0.1,0.880341729389252,-0.619039207981312,0.186682897588508
"clog_mhl1.A2.10.55.2.0.1.20","A2","mhl",10000,10,5,0.1,0.167961906575868,0.405465108107289,0.320620964885315
"clog_mhl1.A2.10.55.2.0.1.21","A2","mhl",10000,10,5,0.1,0.426341842167321,-0.0269160781313484,0.946611177791491
"clog_mhl1.A2.10.55.2.0.1.22","A2","mhl",10000,10,5,0.1,0.119658270610748,0.510825623739935,0.22569259553875
"clog_mhl1.A2.10.55.2.0.1.23","A2","mhl",10000,10,5,0.1,0.579259709439103,-0.154150679827258,0.69517334211627
"clog_mhl1.A2.10.55.2.0.1.24","A2","mhl",10000,10,5,0.1,0.347443301186237,0.0870113769242422,0.834878672501697
"clog_mhl1.A2.10.55.2.0.1.25","A2","mhl",10000,10,5,0.1,0.0359303191129258,0.887303195000902,0.0481790190099645
"clog_mhl1.A2.10.55.2.0.1.26","A2","mhl",10000,10,5,0.1,0.167961906575868,0.374693449441138,0.338746749373202
"clog_mhl1.A2.10.55.2.0.1.27","A2","mhl",10000,10,5,0.1,0.571268779020379,-0.068992871474054,0.852712563991488
"clog_mhl1.A2.10.55.2.0.1.28","A2","mhl",10000,10,5,0.1,0.5,-0.0741079721324493,0.847424147616719
"clog_mhl1.A2.10.55.2.0.1.29","A2","mhl",10000,10,5,0.1,0.638163195084118,-0.0216659997404178,0.952089511363128
"clog_mhl1.A2.10.55.2.0.1.30","A2","mhl",10000,10,5,0.1,0.747507462453077,-0.363367764581861,0.331007269610538
"clog_mhl1.A2.10.55.2.0.1.31","A2","mhl",10000,10,5,0.1,0.17288929307558,0.510825623739935,0.322560618687519
"clog_mhl1.A2.10.55.2.0.1.32","A2","mhl",10000,10,5,0.1,0.586370326718644,-0.0870113769242421,0.834878672501697
"clog_mhl1.A2.10.55.2.0.1.33","A2","mhl",10000,10,5,0.1,0.158655253931457,0.36772478012511,0.396428580594401
"clog_mhl1.A2.10.55.2.0.1.34","A2","mhl",10000,10,5,0.1,0.0786496035251426,0.398475062359819,0.254426551398536
"clog_mhl1.A2.10.55.2.0.1.35","A2","mhl",10000,10,5,0.1,0.595817422042745,-0.287682072451776,0.514142121200266
"clog_mhl1.A2.10.55.2.0.1.36","A2","mhl",10000,10,5,0.1,0.969715569898671,-0.5753641447562,0.167317721640681
"clog_mhl1.A2.10.55.2.0.1.37","A2","mhl",10000,10,5,0.1,0.428731220979621,-0.0216659997404178,0.952089511363128
"clog_mhl1.A2.10.55.2.0.1.38","A2","mhl",10000,10,5,0.1,0.0339445774309145,0.826678573184468,0.0681159235632315
"clog_mhl1.A2.10.55.2.0.1.39","A2","mhl",10000,10,5,0.1,0.158655253931457,0.287682072451776,0.514142121200265
"clog_mhl1.A2.10.55.2.0.1.40","A2","mhl",10000,10,5,0.1,0.5,-0.0800427076370707,0.841522329381646
"clog_mhl1.A2.10.55.2.0.1.41","A2","mhl",10000,10,5,0.1,0.144422183173242,0.348306694268123,0.355590512469625
"clog_mhl1.A2.10.55.2.0.1.42","A2","mhl",10000,10,5,0.1,0.432886187496311,0,1
"clog_mhl1.A2.10.55.2.0.1.43","A2","mhl",10000,10,5,0.1,0.681324055883031,-0.287682072451775,0.594252558258542
"clog_mhl1.A2.10.55.2.0.1.44","A2","mhl",10000,10,5,0.1,0.90317678436539,-0.470003629238039,0.243640521253186
"clog_mhl1.A2.10.55.2.0.1.45","A2","mhl",10000,10,5,0.1,0.144422183173242,0.628608658892203,0.151046918587767
"clog_mhl1.A2.10.55.2.0.1.46","A2","mhl",10000,10,5,0.1,0.863339160853851,-0.374693449441138,0.338746749373202
"clog_mhl1.A2.10.55.2.0.1.47","A2","mhl",10000,10,5,0.1,0.196884317321496,0.405465108107288,0.374363512135996
"clog_mhl1.A2.10.55.2.0.1.48","A2","mhl",10000,10,5,0.1,0.760249938906523,-0.287682072451776,0.451252537343089
"clog_mhl1.A2.10.55.2.0.1.49","A2","mhl",10000,10,5,0.1,0.0431739104918313,0.606135803256891,0.0912173483318067
"clog_mhl1.A2.10.55.2.0.1.50","A2","mhl",10000,10,5,0.1,0.167961906575868,0.374693449441138,0.338746749373202
"clog_mhl1.A2.10.55.2.0.1.51","A2","mhl",10000,10,5,0.1,0.5,0,1
"clog_mhl1.A2.10.55.2.0.1.52","A2","mhl",10000,10,5,0.1,0.167961906575868,0.36772478012511,0.396428580594401
"clog_mhl1.A2.10.55.2.0.1.53","A2","mhl",10000,10,5,0.1,0.296490049008713,0.133531391318235,0.796401381472795
"clog_mhl1.A2.10.55.2.0.1.54","A2","mhl",10000,10,5,0.1,0.199012359753469,0.305381649551169,0.385933600839068
"clog_mhl1.A2.10.55.2.0.1.55","A2","mhl",10000,10,5,0.1,0.306044940044628,0.19218487453175,0.613416266193875
"clog_mhl1.A2.10.55.2.0.1.56","A2","mhl",10000,10,5,0.1,0.672639576990711,-0.105360515408545,0.818628249884092
"clog_mhl1.A2.10.55.2.0.1.57","A2","mhl",10000,10,5,0.1,0.704993056418327,-0.203543276377247,0.582411563072347
"clog_mhl1.A2.10.55.2.0.1.58","A2","mhl",10000,10,5,0.1,0.979456387736089,-1.1631508098037,0.0231931513859654
"clog_mhl1.A2.10.55.2.0.1.59","A2","mhl",10000,10,5,0.1,0.357500327344045,0.31845373111851,0.493124620479832
"clog_mhl1.A2.10.55.2.0.1.60","A2","mhl",10000,10,5,0.1,0.71126566878635,-0.22314355131421,0.564510978132912
"clog_mhl1.A2.10.55.2.0.1.61","A2","mhl",10000,10,5,0.1,0.158655253931457,0.405465108107288,0.374363512135996
"clog_mhl1.A2.10.55.2.0.1.62","A2","mhl",10000,10,5,0.1,0.0668072012688581,0.788457346914485,0.143785320513596
"clog_mhl1.A2.10.55.2.0.1.63","A2","mhl",10000,10,5,0.1,0.90317678436539,-0.530628251016774,0.183032835709072
"clog_mhl1.A2.10.55.2.0.1.64","A2","mhl",10000,10,5,0.1,0.426341842167321,-0.0566990331018066,0.890759731954114
"clog_mhl1.A2.10.55.2.0.1.65","A2","mhl",10000,10,5,0.1,0.718148569174613,-0.207639364778244,0.578151716260274
"clog_mhl1.A2.10.55.2.0.1.66","A2","mhl",10000,10,5,0.1,0.841344746068543,-0.503206012919276,0.257998291069996
"clog_mhl1.A2.10.55.2.0.1.67","A2","mhl",10000,10,5,0.1,0.0440407558310951,0.571562065047721,0.17726692791113
"clog_mhl1.A2.10.55.2.0.1.68","A2","mhl",10000,10,5,0.1,0.00580844571707917,1.1631508098037,0.0231931513859654
"clog_mhl1.A2.10.55.2.0.1.69","A2","mhl",10000,10,5,0.1,0.119658270610748,0.310154928303823,0.434608975055544
"clog_mhl1.A2.10.55.2.0.1.70","A2","mhl",10000,10,5,0.1,0.647271506944363,-0.068992871474054,0.852712563991488
"clog_mhl1.A2.10.55.2.0.1.71","A2","mhl",10000,10,5,0.1,0.306044940044628,0.149156004001233,0.656018891328604
"clog_mhl1.A2.10.55.2.0.1.72","A2","mhl",10000,10,5,0.1,0.658454300845196,-0.182321556793955,0.670245265976437
"clog_mhl1.A2.10.55.2.0.1.73","A2","mhl",10000,10,5,0.1,0.681324055883031,-0.251314428280905,0.618000180063476
"clog_mhl1.A2.10.55.2.0.1.74","A2","mhl",10000,10,5,0.1,0.281851430825387,0.287682072451776,0.514142121200266
"clog_mhl1.A2.10.55.2.0.1.75","A2","mhl",10000,10,5,0.1,0.334907678799708,0.0953101796806683,0.827323681628342
"clog_mhl1.A2.10.55.2.0.1.76","A2","mhl",10000,10,5,0.1,0.352728493055637,0.36772478012511,0.396428580594401
"clog_mhl1.A2.10.55.2.0.1.77","A2","mhl",10000,10,5,0.1,0.0247673067178134,0.955511445027428,0.0694085594738496
"clog_mhl1.A2.10.55.2.0.1.78","A2","mhl",10000,10,5,0.1,0.792891910878737,-0.510825623739934,0.22569259553875
"clog_mhl1.A2.10.55.2.0.1.79","A2","mhl",10000,10,5,0.1,0.357500327344045,0.125163142122991,0.723846518611427
"clog_mhl1.A2.10.55.2.0.1.80","A2","mhl",10000,10,5,0.1,0.871580371021072,-0.367528500420579,0.344458257202845
"clog_mhl1.A2.10.55.2.0.1.81","A2","mhl",10000,10,5,0.1,0.5,0.0800427076370703,0.841522329381647
"clog_mhl1.A2.10.55.2.0.1.82","A2","mhl",10000,10,5,0.1,0.5,0,1
"clog_mhl1.A2.10.55.2.0.1.83","A2","mhl",10000,10,5,0.1,0.0968232156346103,0.530628251016774,0.183032835709072
"clog_mhl1.A2.10.55.2.0.1.84","A2","mhl",10000,10,5,0.1,0.5,0,1
"clog_mhl1.A2.10.55.2.0.1.85","A2","mhl",10000,10,5,0.1,0.274253117750074,0.36772478012511,0.396428580594401
"clog_mhl1.A2.10.55.2.0.1.86","A2","mhl",10000,10,5,0.1,0.426341842167321,0.0741079721324494,0.847424147616718
"clog_mhl1.A2.10.55.2.0.1.87","A2","mhl",10000,10,5,0.1,0.947001225787527,-0.753771795256979,0.0787334162239057
"clog_mhl1.A2.10.55.2.0.1.88","A2","mhl",10000,10,5,0.1,0.652556698813763,-0.194156014440957,0.590597399111663
"clog_mhl1.A2.10.55.2.0.1.89","A2","mhl",10000,10,5,0.1,0.0583322323905117,0.847297860387203,0.082485377115865
"clog_mhl1.A2.10.55.2.0.1.90","A2","mhl",10000,10,5,0.1,0.889664319040077,-0.470003629238039,0.243640521253187
"clog_mhl1.A2.10.55.2.0.1.91","A2","mhl",10000,10,5,0.1,0.300754067220295,0.154150679827258,0.69517334211627
"clog_mhl1.A2.10.55.2.0.1.92","A2","mhl",10000,10,5,0.1,0.246358338613544,0.117783035112988,0.731749689983092
"clog_mhl1.A2.10.55.2.0.1.93","A2","mhl",10000,10,5,0.1,0.352728493055637,0.167054084663166,0.683439627231701
"clog_mhl1.A2.10.55.2.0.1.94","A2","mhl",10000,10,5,0.1,0.137616762037417,0.395569611872585,0.341621240874315
"clog_mhl1.A2.10.55.2.0.1.95","A2","mhl",10000,10,5,0.1,0.956826089508169,-0.750987032420036,0.0494625876872449
"clog_mhl1.A2.10.55.2.0.1.96","A2","mhl",10000,10,5,0.1,0.0368191350601513,0.5753641447562,0.167317721640681
"clog_mhl1.A2.10.55.2.0.1.97","A2","mhl",10000,10,5,0.1,0.196884317321496,0.241162056816888,0.549474018091027
"clog_mhl1.A2.10.55.2.0.1.98","A2","mhl",10000,10,5,0.1,0.889664319040077,-0.619039207981312,0.186682897588508
"clog_mhl1.A2.10.55.2.0.1.99","A2","mhl",10000,10,5,0.1,0.56529146962938,-0.0741079721324493,0.847424147616719
"clog_mhl1.A2.10.55.2.0.1.100","A2","mhl",10000,10,5,0.1,0.862383237962583,-0.538996500675662,0.257084020049373
"clog_mhl1.A2.10.55.2.0.5.1","A2","mhl",10000,10,5,0.5,0.652556698813763,-0.124957429333596,0.552264324937678
"clog_mhl1.A2.10.55.2.0.5.2","A2","mhl",10000,10,5,0.5,0.615151028109355,0,1
"clog_mhl1.A2.10.55.2.0.5.3","A2","mhl",10000,10,5,0.5,0.878100374484754,-0.23638877806423,0.235853364894848
"clog_mhl1.A2.10.55.2.0.5.4","A2","mhl",10000,10,5,0.5,0.783616209666108,-0.121717933956097,0.569420319457547
"clog_mhl1.A2.10.55.2.0.5.5","A2","mhl",10000,10,5,0.5,0.579259709439103,0,1
"clog_mhl1.A2.10.55.2.0.5.6","A2","mhl",10000,10,5,0.5,0.540027809591496,0.0229895182246933,0.914623260850419
"clog_mhl1.A2.10.55.2.0.5.7","A2","mhl",10000,10,5,0.5,0.721850769362633,-0.144414351992089,0.467671662763158
"clog_mhl1.A2.10.55.2.0.5.8","A2","mhl",10000,10,5,0.5,0.34308392492762,0.0128476701891881,0.9478224416078
"clog_mhl1.A2.10.55.2.0.5.9","A2","mhl",10000,10,5,0.5,0.5,0.0155435177078474,0.942617143510285
"clog_mhl1.A2.10.55.2.0.5.10","A2","mhl",10000,10,5,0.5,0.849617193193898,-0.219423146259652,0.26687112845102
"clog_mhl1.A2.10.55.2.0.5.11","A2","mhl",10000,10,5,0.5,0.936437785528773,-0.223473487654692,0.255369996322923
"clog_mhl1.A2.10.55.2.0.5.12","A2","mhl",10000,10,5,0.5,0.756950270131911,-0.120144311842063,0.548746659417246
"clog_mhl1.A2.10.55.2.0.5.13","A2","mhl",10000,10,5,0.5,0.580871756807087,-0.123289317832245,0.555143805147916
"clog_mhl1.A2.10.55.2.0.5.14","A2","mhl",10000,10,5,0.5,0.581715559386112,-0.0180185055026772,0.924382726800462
"clog_mhl1.A2.10.55.2.0.5.15","A2","mhl",10000,10,5,0.5,0.744893031442361,-0.182321556793954,0.394423460450151
"clog_mhl1.A2.10.55.2.0.5.16","A2","mhl",10000,10,5,0.5,0.690588303372838,-0.0713667792520074,0.717649863083929
"clog_mhl1.A2.10.55.2.0.5.17","A2","mhl",10000,10,5,0.5,0.539245436725199,-0.0206192872027331,0.919127507265401
"clog_mhl1.A2.10.55.2.0.5.18","A2","mhl",10000,10,5,0.5,0.5,0,1
"clog_mhl1.A2.10.55.2.0.5.19","A2","mhl",10000,10,5,0.5,0.300089743570277,0.0761391912817008,0.721727964657497
"clog_mhl1.A2.10.55.2.0.5.20","A2","mhl",10000,10,5,0.5,0.459141080513735,0.0198026272961782,0.920739626004128
"clog_mhl1.A2.10.55.2.0.5.21","A2","mhl",10000,10,5,0.5,0.622132191213136,0.0139207376192398,0.945690329619933
"clog_mhl1.A2.10.55.2.0.5.22","A2","mhl",10000,10,5,0.5,0.579259709439103,-0.0618754037120671,0.760704896785866
"clog_mhl1.A2.10.55.2.0.5.23","A2","mhl",10000,10,5,0.5,0.891380920422568,-0.300558742457225,0.136145200167186
"clog_mhl1.A2.10.55.2.0.5.24","A2","mhl",10000,10,5,0.5,0.249293226650314,0.113042078668465,0.595385346128529
"clog_mhl1.A2.10.55.2.0.5.25","A2","mhl",10000,10,5,0.5,0.341545699154804,0.0800427076370706,0.689235152099447
"clog_mhl1.A2.10.55.2.0.5.26","A2","mhl",10000,10,5,0.5,0.214145927722447,0.157628944203583,0.458553456259633
"clog_mhl1.A2.10.55.2.0.5.27","A2","mhl",10000,10,5,0.5,0.0244072559329156,0.41193626652402,0.0530053961562026
"clog_mhl1.A2.10.55.2.0.5.28","A2","mhl",10000,10,5,0.5,0.412599533545921,0.0886200618926293,0.687038034449355
"clog_mhl1.A2.10.55.2.0.5.29","A2","mhl",10000,10,5,0.5,0.240863858158313,0.119675013458557,0.560752659817182
"clog_mhl1.A2.10.55.2.0.5.30","A2","mhl",10000,10,5,0.5,0.418284440613888,-0.0375466104295567,0.85960503387566
"clog_mhl1.A2.10.55.2.0.5.31","A2","mhl",10000,10,5,0.5,0.812405723546121,-0.120144311842063,0.548746659417246
"clog_mhl1.A2.10.55.2.0.5.32","A2","mhl",10000,10,5,0.5,0.612081162891035,-0.0865280851891158,0.69055396364753
"clog_mhl1.A2.10.55.2.0.5.33","A2","mhl",10000,10,5,0.5,0.0743709300429215,0.340325805937137,0.113569808005086
"clog_mhl1.A2.10.55.2.0.5.34","A2","mhl",10000,10,5,0.5,0.459972190408504,-0.0730418207609561,0.727304019357546
"clog_mhl1.A2.10.55.2.0.5.35","A2","mhl",10000,10,5,0.5,0.723773547559111,-0.138836444854216,0.486449537814685
"clog_mhl1.A2.10.55.2.0.5.36","A2","mhl",10000,10,5,0.5,0.540027809591496,-0.0784716154097519,0.692136442901359
"clog_mhl1.A2.10.55.2.0.5.37","A2","mhl",10000,10,5,0.5,0.34308392492762,0.0935087059420853,0.652911857407295
"clog_mhl1.A2.10.55.2.0.5.38","A2","mhl",10000,10,5,0.5,0.851774375659076,-0.207328583821205,0.280249639907127
"clog_mhl1.A2.10.55.2.0.5.39","A2","mhl",10000,10,5,0.5,0.648541218377317,-0.101748665756647,0.626319554803296
"clog_mhl1.A2.10.55.2.0.5.40","A2","mhl",10000,10,5,0.5,0.829822128807399,-0.215111379616946,0.257756301648916
"clog_mhl1.A2.10.55.2.0.5.41","A2","mhl",10000,10,5,0.5,0.538871070173969,-0.0155435177078471,0.942617143510286
"clog_mhl1.A2.10.55.2.0.5.42","A2","mhl",10000,10,5,0.5,0.690588303372838,-0.22314355131421,0.292841399257467
"clog_mhl1.A2.10.55.2.0.5.43","A2","mhl",10000,10,5,0.5,0.5,0.0559486492504861,0.784791303765648
"clog_mhl1.A2.10.55.2.0.5.44","A2","mhl",10000,10,5,0.5,0.856202001366199,-0.27026119441827,0.211803173431521
"clog_mhl1.A2.10.55.2.0.5.45","A2","mhl",10000,10,5,0.5,0.163399783834483,0.23638877806423,0.235853364894848
"clog_mhl1.A2.10.55.2.0.5.46","A2","mhl",10000,10,5,0.5,0.385900106402262,0.0741079721324494,0.738940243765796
"clog_mhl1.A2.10.55.2.0.5.47","A2","mhl",10000,10,5,0.5,0.5,-0.0190481949706929,0.92225903122463
"clog_mhl1.A2.10.55.2.0.5.48","A2","mhl",10000,10,5,0.5,0.986908743705279,-0.403061653077338,0.0493503497887739
"clog_mhl1.A2.10.55.2.0.5.49","A2","mhl",10000,10,5,0.5,0.459563039767389,0.0706175671987753,0.74493277784728
"clog_mhl1.A2.10.55.2.0.5.50","A2","mhl",10000,10,5,0.5,0.921350396474857,-0.294239472997933,0.169740277927022
