"","algo","approach","n","n.cova","event.prob","ttm.prob","mh_pval","clog_coef","clog_pval"
"clog_ps1.A1.4.55.2.0.5.75","A1","ps",10000,4,5,0.5,0.623423817617043,-0.064538521129486,0.7557766553266
"clog_ps1.A1.4.55.2.0.5.76","A1","ps",10000,4,5,0.5,0.540436960232611,-0.0392207131530335,0.843031906506439
"clog_ps1.A1.4.55.2.0.5.77","A1","ps",10000,4,5,0.5,0.339961392526076,0.0816780309722591,0.686250426995379
"clog_ps1.A1.4.55.2.0.5.78","A1","ps",10000,4,5,0.5,0.336644989829998,0.107630663903014,0.604300825371074
"clog_ps1.A1.4.55.2.0.5.79","A1","ps",10000,4,5,0.5,0.0437658444385607,0.356674943938601,0.076253028153548
"clog_ps1.A1.4.55.2.0.5.80","A1","ps",10000,4,5,0.5,0.959795212626132,-0.2559333741372,0.183119446190074
"clog_ps1.A1.4.55.2.0.5.81","A1","ps",10000,4,5,0.5,0.258817059291673,0.154150679827258,0.46351369140197
"clog_ps1.A1.4.55.2.0.5.82","A1","ps",10000,4,5,0.5,0.0249301018784535,0.367724780125111,0.0579305171476038
"clog_ps1.A1.4.55.2.0.5.83","A1","ps",10000,4,5,0.5,0.584414795229119,0,1
"clog_ps1.A1.4.55.2.0.5.84","A1","ps",10000,4,5,0.5,0.587400466454079,-0.0235304974101871,0.913628645877479
"clog_ps1.A1.4.55.2.0.5.85","A1","ps",10000,4,5,0.5,0.655421741610324,-0.03846628082758,0.844528730553487
"clog_ps1.A1.4.55.2.0.5.86","A1","ps",10000,4,5,0.5,0.984401645133533,-0.463572738909157,0.023315745505724
"clog_ps1.A1.4.55.2.0.5.87","A1","ps",10000,4,5,0.5,0.619666056117725,-0.0594234204662637,0.765346574969439
"clog_ps1.A1.4.55.2.0.5.88","A1","ps",10000,4,5,0.5,0.539630832397789,0,1
"clog_ps1.A1.4.55.2.0.5.89","A1","ps",10000,4,5,0.5,0.71997643929974,-0.111225635110225,0.563903806175468
"clog_ps1.A1.4.55.2.0.5.90","A1","ps",10000,4,5,0.5,0.580053563364366,0.0194180858570997,0.92151035571429
"clog_ps1.A1.4.55.2.0.5.91","A1","ps",10000,4,5,0.5,0.576305170156643,-0.0344861760710688,0.852690900681496
"clog_ps1.A1.4.55.2.0.5.92","A1","ps",10000,4,5,0.5,0.540027809591496,0,1
"clog_ps1.A1.4.55.2.0.5.93","A1","ps",10000,4,5,0.5,0.932203499366849,-0.300104592450328,0.15026808003323
"clog_ps1.A1.4.55.2.0.5.94","A1","ps",10000,4,5,0.5,0.243049729868089,0.189241999638528,0.332127231880107
"clog_ps1.A1.4.55.2.0.5.95","A1","ps",10000,4,5,0.5,0.5,-0.0370412716801831,0.847398276751102
"clog_ps1.A1.4.55.2.0.5.96","A1","ps",10000,4,5,0.5,0.994840405045983,-0.38946476676124,0.0513167811512715
"clog_ps1.A1.4.55.2.0.5.97","A1","ps",10000,4,5,0.5,0.822095529343011,-0.196710294246054,0.322881921289358
"clog_ps1.A1.4.55.2.0.5.98","A1","ps",10000,4,5,0.5,0.919243340766229,-0.22314355131421,0.249194389390946
"clog_ps1.A1.4.55.2.0.5.99","A1","ps",10000,4,5,0.5,0.0898562474394999,0.308301359654502,0.160176243799472
"clog_ps1.A1.4.55.2.0.5.100","A1","ps",10000,4,5,0.5,0.585375770408527,0.0444517625702388,0.8330424375148
"clog_ps1.A1.4.79.6.0.1.1","A1","ps",10000,4,10,0.1,0.357500327344045,0.064538521129486,0.857486911736323
"clog_ps1.A1.4.79.6.0.1.2","A1","ps",10000,4,10,0.1,0.5,0.154150679827258,0.69517334211627
"clog_ps1.A1.4.79.6.0.1.3","A1","ps",10000,4,10,0.1,0.576305170156643,0,1
"clog_ps1.A1.4.79.6.0.1.4","A1","ps",10000,4,10,0.1,0.0205436122639107,0.606135803256891,0.091217348331807
"clog_ps1.A1.4.79.6.0.1.5","A1","ps",10000,4,10,0.1,0.365800294479951,0.0571584138364919,0.865790472159146
"clog_ps1.A1.4.79.6.0.1.6","A1","ps",10000,4,10,0.1,0.823419823342006,-0.125163142122992,0.723846518611427
"clog_ps1.A1.4.79.6.0.1.7","A1","ps",10000,4,10,0.1,0.428731220979621,0,1
"clog_ps1.A1.4.79.6.0.1.8","A1","ps",10000,4,10,0.1,0.148573265174235,0.510825623739934,0.225692595538751
"clog_ps1.A1.4.79.6.0.1.9","A1","ps",10000,4,10,0.1,0.064095087172554,0.570544858337187,0.100119656385078
"clog_ps1.A1.4.79.6.0.1.10","A1","ps",10000,4,10,0.1,0.90317678436539,-0.379489621704574,0.291735384216114
"clog_ps1.A1.4.79.6.0.1.11","A1","ps",10000,4,10,0.1,0.158655253931457,0.31845373111851,0.332431529347773
"clog_ps1.A1.4.79.6.0.1.12","A1","ps",10000,4,10,0.1,0.252492537546923,0.0487901641682898,0.875908266798055
"clog_ps1.A1.4.79.6.0.1.13","A1","ps",10000,4,10,0.1,0.00930146495056783,1.04982212449856,0.0168231519465775
"clog_ps1.A1.4.79.6.0.1.14","A1","ps",10000,4,10,0.1,0.841344746068543,-0.348306694268123,0.355590512469625
"clog_ps1.A1.4.79.6.0.1.15","A1","ps",10000,4,10,0.1,0.5,0,1
"clog_ps1.A1.4.79.6.0.1.16","A1","ps",10000,4,10,0.1,0.064095087172554,0.362905493689198,0.264949132083816
"clog_ps1.A1.4.79.6.0.1.17","A1","ps",10000,4,10,0.1,0.590727095808978,0.182321556793955,0.670245265976437
"clog_ps1.A1.4.79.6.0.1.18","A1","ps",10000,4,10,0.1,0.995338811976281,-0.747214395540615,0.0648104138426672
"clog_ps1.A1.4.79.6.0.1.19","A1","ps",10000,4,10,0.1,0.855577816826758,-0.23638877806423,0.493722788797258
"clog_ps1.A1.4.79.6.0.1.20","A1","ps",10000,4,10,0.1,0.855577816826758,-0.162518929497775,0.622256655764156
"clog_ps1.A1.4.79.6.0.1.21","A1","ps",10000,4,10,0.1,0.630558659818236,-0.0512932943859303,0.872793950452343
"clog_ps1.A1.4.79.6.0.1.22","A1","ps",10000,4,10,0.1,0.895666106150868,-0.430782916090316,0.226596672068139
"clog_ps1.A1.4.79.6.0.1.23","A1","ps",10000,4,10,0.1,0.295006943581673,0.171850256926659,0.612527375226434
"clog_ps1.A1.4.79.6.0.1.24","A1","ps",10000,4,10,0.1,0.252492537546923,0,1
"clog_ps1.A1.4.79.6.0.1.25","A1","ps",10000,4,10,0.1,0.0416322583317752,0.597837000498861,0.111244543323379
"clog_ps1.A1.4.79.6.0.1.26","A1","ps",10000,4,10,0.1,0.0583322323905117,0.693147178402484,0.0895347727601966
"clog_ps1.A1.4.79.6.0.1.27","A1","ps",10000,4,10,0.1,0.0747706772923076,0.446287102624822,0.163327656439192
"clog_ps1.A1.4.79.6.0.1.28","A1","ps",10000,4,10,0.1,0.815414291833654,-0.182321556793955,0.602011296844158
"clog_ps1.A1.4.79.6.0.1.29","A1","ps",10000,4,10,0.1,0.365800294479951,0.0512932943859303,0.872793950452343
"clog_ps1.A1.4.79.6.0.1.30","A1","ps",10000,4,10,0.1,0.638163195084118,-0.117783035112988,0.731749689983092
"clog_ps1.A1.4.79.6.0.1.31","A1","ps",10000,4,10,0.1,0.71126566878635,-0.133531391318235,0.715203056014212
"clog_ps1.A1.4.79.6.0.1.32","A1","ps",10000,4,10,0.1,0.28873433121365,0.207639364778244,0.578151716260273
"clog_ps1.A1.4.79.6.0.1.33","A1","ps",10000,4,10,0.1,0.0850334807269524,0.362905493689199,0.264949132083816
"clog_ps1.A1.4.79.6.0.1.34","A1","ps",10000,4,10,0.1,0.658454300845196,0,1
"clog_ps1.A1.4.79.6.0.1.35","A1","ps",10000,4,10,0.1,0.815414291833654,-0.305381649551169,0.385933600839068
"clog_ps1.A1.4.79.6.0.1.36","A1","ps",10000,4,10,0.1,0.0583322323905117,0.435318071255351,0.260593467376932
"clog_ps1.A1.4.79.6.0.1.37","A1","ps",10000,4,10,0.1,0.767395590773929,-0.251314428280905,0.480655065297856
"clog_ps1.A1.4.79.6.0.1.38","A1","ps",10000,4,10,0.1,0.151741832012421,0.31845373111851,0.332431529347773
"clog_ps1.A1.4.79.6.0.1.39","A1","ps",10000,4,10,0.1,0.658454300845196,-0.0800427076370705,0.841522329381647
"clog_ps1.A1.4.79.6.0.1.40","A1","ps",10000,4,10,0.1,0.196884317321496,0.310154928303823,0.434608975055544
"clog_ps1.A1.4.79.6.0.1.41","A1","ps",10000,4,10,0.1,0.855577816826758,-0.451985123738722,0.186151128389121
"clog_ps1.A1.4.79.6.0.1.42","A1","ps",10000,4,10,0.1,0.841344746068543,-0.302280871872922,0.344617505634131
"clog_ps1.A1.4.79.6.0.1.43","A1","ps",10000,4,10,0.1,0.704993056418327,-0.125163142122992,0.723846518611426
"clog_ps1.A1.4.79.6.0.1.44","A1","ps",10000,4,10,0.1,0.176580176657994,0.251314428280905,0.480655065297856
"clog_ps1.A1.4.79.6.0.1.45","A1","ps",10000,4,10,0.1,0.0898562474394999,0.241162056816888,0.549474018091027
"clog_ps1.A1.4.79.6.0.1.46","A1","ps",10000,4,10,0.1,0.792891910878737,-0.336472236621157,0.416414364181268
"clog_ps1.A1.4.79.6.0.1.47","A1","ps",10000,4,10,0.1,0.347443301186237,0.22314355131421,0.564510978132912
"clog_ps1.A1.4.79.6.0.1.48","A1","ps",10000,4,10,0.1,0.925229322707692,-0.485507815769315,0.126517000510868
"clog_ps1.A1.4.79.6.0.1.49","A1","ps",10000,4,10,0.1,0.0473353599227544,0.597837000498861,0.111244543323379
"clog_ps1.A1.4.79.6.0.1.50","A1","ps",10000,4,10,0.1,0.718148569174613,-0.287682072451776,0.451252537343089
"clog_ps1.A1.4.79.6.0.1.51","A1","ps",10000,4,10,0.1,0.0807566592337711,0.470003629238039,0.243640521253187
"clog_ps1.A1.4.79.6.0.1.52","A1","ps",10000,4,10,0.1,0.968510474392772,-0.65392646647064,0.0558248728929335
"clog_ps1.A1.4.79.6.0.1.53","A1","ps",10000,4,10,0.1,0.5,-0.0606246218112159,0.861825381138158
"clog_ps1.A1.4.79.6.0.1.54","A1","ps",10000,4,10,0.1,0.0477903522728147,0.570544858337187,0.100119656385078
"clog_ps1.A1.4.79.6.0.1.55","A1","ps",10000,4,10,0.1,0.352728493055637,0.133531391318235,0.715203056014212
"clog_ps1.A1.4.79.6.0.1.56","A1","ps",10000,4,10,0.1,0.638163195084118,-0.0606246218112159,0.861825381138158
"clog_ps1.A1.4.79.6.0.1.57","A1","ps",10000,4,10,0.1,0.352728493055637,-0.0645385211294859,0.857486911736324
"clog_ps1.A1.4.79.6.0.1.58","A1","ps",10000,4,10,0.1,0.569097783475495,-0.22314355131421,0.505867882196818
"clog_ps1.A1.4.79.6.0.1.59","A1","ps",10000,4,10,0.1,0.815414291833654,-0.251314428280905,0.480655065297856
"clog_ps1.A1.4.79.6.0.1.60","A1","ps",10000,4,10,0.1,0.855577816826758,-0.23638877806423,0.493722788797258
"clog_ps1.A1.4.79.6.0.1.61","A1","ps",10000,4,10,0.1,0.704993056418327,-0.111225634746148,0.739012323156949
"clog_ps1.A1.4.79.6.0.1.62","A1","ps",10000,4,10,0.1,0.176580176657994,0.379489621704574,0.291735384216114
"clog_ps1.A1.4.79.6.0.1.63","A1","ps",10000,4,10,0.1,0.199012359753469,0.162518929497775,0.622256655764157
"clog_ps1.A1.4.79.6.0.1.64","A1","ps",10000,4,10,0.1,0.0529987742124729,0.606135803256891,0.0912173483318067
"clog_ps1.A1.4.79.6.0.1.65","A1","ps",10000,4,10,0.1,0.58258633540738,-0.143100843640673,0.70569643359096
"clog_ps1.A1.4.79.6.0.1.66","A1","ps",10000,4,10,0.1,0.734192711559194,0,1
"clog_ps1.A1.4.79.6.0.1.67","A1","ps",10000,4,10,0.1,0.982867996132565,-0.597837000498861,0.111244543323379
"clog_ps1.A1.4.79.6.0.1.68","A1","ps",10000,4,10,0.1,0.5,-0.0741079721324493,0.847424147616719
"clog_ps1.A1.4.79.6.0.1.69","A1","ps",10000,4,10,0.1,0.0247673067178134,0.826678573184468,0.0681159235632315
"clog_ps1.A1.4.79.6.0.1.70","A1","ps",10000,4,10,0.1,0.0359303191129258,0.798507696217771,0.0466599765192396
"clog_ps1.A1.4.79.6.0.1.71","A1","ps",10000,4,10,0.1,0.775154101015555,-0.133531391318235,0.715203056014212
"clog_ps1.A1.4.79.6.0.1.72","A1","ps",10000,4,10,0.1,0.767395590773929,-0.171850256926659,0.612527375226435
"clog_ps1.A1.4.79.6.0.1.73","A1","ps",10000,4,10,0.1,0.300754067220295,0,1
"clog_ps1.A1.4.79.6.0.1.74","A1","ps",10000,4,10,0.1,0.064095087172554,0.405465108107288,0.209011683808608
"clog_ps1.A1.4.79.6.0.1.75","A1","ps",10000,4,10,0.1,0.947001225787527,-0.287682072451775,0.399649785455476
"clog_ps1.A1.4.79.6.0.1.76","A1","ps",10000,4,10,0.1,0.144422183173242,0.336472236621157,0.319591205169545
"clog_ps1.A1.4.79.6.0.1.77","A1","ps",10000,4,10,0.1,0.148573265174235,0.441832752275934,0.301070803419657
"clog_ps1.A1.4.79.6.0.1.78","A1","ps",10000,4,10,0.1,0.0968232156346103,0.379489621704574,0.291735384216114
"clog_ps1.A1.4.79.6.0.1.79","A1","ps",10000,4,10,0.1,0.104333893849132,0.3566749439386,0.306044423738624
"clog_ps1.A1.4.79.6.0.1.80","A1","ps",10000,4,10,0.1,0.58258633540738,-0.22314355131421,0.564510978132912
"clog_ps1.A1.4.79.6.0.1.81","A1","ps",10000,4,10,0.1,0.232604409226071,0.117783035112988,0.731749689983092
"clog_ps1.A1.4.79.6.0.1.82","A1","ps",10000,4,10,0.1,0.56529146962938,0.133531392624523,0.654960611995136
"clog_ps1.A1.4.79.6.0.1.83","A1","ps",10000,4,10,0.1,0.895666106150868,-0.379489621704574,0.291735384216114
"clog_ps1.A1.4.79.6.0.1.84","A1","ps",10000,4,10,0.1,0.378810361841698,0.044451762570239,0.881507136095108
"clog_ps1.A1.4.79.6.0.1.85","A1","ps",10000,4,10,0.1,0.5,0.0606246218112159,0.861825381138158
"clog_ps1.A1.4.79.6.0.1.86","A1","ps",10000,4,10,0.1,0.430902216524505,0.162518929497775,0.622256655764156
"clog_ps1.A1.4.79.6.0.1.87","A1","ps",10000,4,10,0.1,0.361836804915882,0.111225634746148,0.73901232315695
"clog_ps1.A1.4.79.6.0.1.88","A1","ps",10000,4,10,0.1,0.0652850090578682,0.405465108107288,0.276605237854056
"clog_ps1.A1.4.79.6.0.1.89","A1","ps",10000,4,10,0.1,0.571268779020379,0,1
"clog_ps1.A1.4.79.6.0.1.90","A1","ps",10000,4,10,0.1,0.319705926401687,0.22314355131421,0.456990317552397
"clog_ps1.A1.4.79.6.0.1.91","A1","ps",10000,4,10,0.1,0.56529146962938,0.0512932943859303,0.872793950452343
"clog_ps1.A1.4.79.6.0.1.92","A1","ps",10000,4,10,0.1,0.647271506944363,-0.068992871474054,0.852712563991488
"clog_ps1.A1.4.79.6.0.1.93","A1","ps",10000,4,10,0.1,0.638163195084118,-0.171850256926659,0.612527375226435
"clog_ps1.A1.4.79.6.0.1.94","A1","ps",10000,4,10,0.1,0.834804975575603,-0.182321556793955,0.547048814250846
"clog_ps1.A1.4.79.6.0.1.95","A1","ps",10000,4,10,0.1,0.347443301186237,0.0689928714740535,0.852712563991489
"clog_ps1.A1.4.79.6.0.1.96","A1","ps",10000,4,10,0.1,0.689063287834629,-0.154150679827258,0.631291986483812
"clog_ps1.A1.4.79.6.0.1.97","A1","ps",10000,4,10,0.1,0.920073162581186,-0.42488319396352,0.173129249858197
"clog_ps1.A1.4.79.6.0.1.98","A1","ps",10000,4,10,0.1,0.274253117750074,0.143100843640673,0.70569643359096
"clog_ps1.A1.4.79.6.0.1.99","A1","ps",10000,4,10,0.1,0.246358338613544,0.336472236621157,0.319591205169545
"clog_ps1.A1.4.79.6.0.1.100","A1","ps",10000,4,10,0.1,0.56205197103853,-0.0465200156340751,0.878804562158536
"clog_ps1.A1.4.79.6.0.5.1","A1","ps",10000,4,10,0.5,0.202124247369736,0.293347809987451,0.140829847033527
"clog_ps1.A1.4.79.6.0.5.2","A1","ps",10000,4,10,0.5,0.829957695908468,-0.0784716154097518,0.69213644290136
"clog_ps1.A1.4.79.6.0.5.3","A1","ps",10000,4,10,0.5,0.841344746068543,-0.207639364778244,0.266063765407473
"clog_ps1.A1.4.79.6.0.5.4","A1","ps",10000,4,10,0.5,0.0116303097927258,0.293347809987451,0.140829847033526
"clog_ps1.A1.4.79.6.0.5.5","A1","ps",10000,4,10,0.5,0.666886177295191,-0.0645385211294861,0.7557766553266
"clog_ps1.A1.4.79.6.0.5.6","A1","ps",10000,4,10,0.5,0.952353580988272,-0.305381649551169,0.133170823362283
"clog_ps1.A1.4.79.6.0.5.7","A1","ps",10000,4,10,0.5,0.42225963373647,-0.0173917427118688,0.925705504795487
"clog_ps1.A1.4.79.6.0.5.8","A1","ps",10000,4,10,0.5,0.460369167602211,-0.103540678720153,0.577638635037818
"clog_ps1.A1.4.79.6.0.5.9","A1","ps",10000,4,10,0.5,0.0341826564446772,0.293761118528156,0.154520532013918
"clog_ps1.A1.4.79.6.0.5.10","A1","ps",10000,4,10,0.5,0.0123723360231994,0.381934610697608,0.0535059778778347
"clog_ps1.A1.4.79.6.0.5.11","A1","ps",10000,4,10,0.5,0.0437658444385607,0.324239668185547,0.0903769912780725
"clog_ps1.A1.4.79.6.0.5.12","A1","ps",10000,4,10,0.5,0.894548536971695,-0.196710294246054,0.322881921289357
"clog_ps1.A1.4.79.6.0.5.13","A1","ps",10000,4,10,0.5,0.761378033830992,-0.0918075491579559,0.632120053530745
"clog_ps1.A1.4.79.6.0.5.14","A1","ps",10000,4,10,0.5,0.309411696627162,0.0714589639656548,0.705516719147052
"clog_ps1.A1.4.79.6.0.5.15","A1","ps",10000,4,10,0.5,0.236321660085625,0.182321556793954,0.341024323480749
"clog_ps1.A1.4.79.6.0.5.16","A1","ps",10000,4,10,0.5,0.199537598274119,0.163629423781802,0.419539058457916
"clog_ps1.A1.4.79.6.0.5.17","A1","ps",10000,4,10,0.5,0.661671339141788,-0.0606246218112159,0.763059800873434
"clog_ps1.A1.4.79.6.0.5.18","A1","ps",10000,4,10,0.5,0.381512300276498,-0.0377403279826579,0.845983544430017
"clog_ps1.A1.4.79.6.0.5.19","A1","ps",10000,4,10,0.5,0.944082239081323,-0.204794412646013,0.313267546044893
"clog_ps1.A1.4.79.6.0.5.20","A1","ps",10000,4,10,0.5,0.538871070173969,-0.0840831171590777,0.64679851979957
"clog_ps1.A1.4.79.6.0.5.21","A1","ps",10000,4,10,0.5,0.34308392492762,0.0186921330121516,0.922986684607037
"clog_ps1.A1.4.79.6.0.5.22","A1","ps",10000,4,10,0.5,0.776150463767353,-0.0800427076370706,0.689235152099447
"clog_ps1.A1.4.79.6.0.5.23","A1","ps",10000,4,10,0.5,0.716365282366446,-0.0984400726582437,0.587133104291315
"clog_ps1.A1.4.79.6.0.5.24","A1","ps",10000,4,10,0.5,0.0430597338232341,0.22314355131421,0.213265851826196
"clog_ps1.A1.4.79.6.0.5.25","A1","ps",10000,4,10,0.5,0.5,0.0594234204662643,0.765346574969437
"clog_ps1.A1.4.79.6.0.5.26","A1","ps",10000,4,10,0.5,0.878192305835041,-0.125163142954006,0.540555689647243
"clog_ps1.A1.4.79.6.0.5.27","A1","ps",10000,4,10,0.5,0.768464492492706,-0.0816780309722588,0.68625042699538
"clog_ps1.A1.4.79.6.0.5.28","A1","ps",10000,4,10,0.5,0.339961392526076,0.115512887121845,0.556517908806752
"clog_ps1.A1.4.79.6.0.5.29","A1","ps",10000,4,10,0.5,0.348817720226434,0.117783035656384,0.52131598040171
"clog_ps1.A1.4.79.6.0.5.30","A1","ps",10000,4,10,0.5,0.199537598274119,0.214409871345456,0.279346354757443
"clog_ps1.A1.4.79.6.0.5.31","A1","ps",10000,4,10,0.5,0.810112262579525,-0.135801541159062,0.461795154894905
"clog_ps1.A1.4.79.6.0.5.32","A1","ps",10000,4,10,0.5,0.199537598274119,0.163629423781802,0.419539058457916
"clog_ps1.A1.4.79.6.0.5.33","A1","ps",10000,4,10,0.5,0.540858919486265,-0.056089466648015,0.771829294438817
"clog_ps1.A1.4.79.6.0.5.34","A1","ps",10000,4,10,0.5,0.846282917036302,-0.189241999638529,0.332127231880105
"clog_ps1.A1.4.79.6.0.5.35","A1","ps",10000,4,10,0.5,0.790489833232842,-0.168622712435793,0.384829135242137
"clog_ps1.A1.4.79.6.0.5.36","A1","ps",10000,4,10,0.5,0.0405653182444741,0.373204245889686,0.0627011281481585
"clog_ps1.A1.4.79.6.0.5.37","A1","ps",10000,4,10,0.5,0.158655253931457,0.053109825311881,0.77780311995675
"clog_ps1.A1.4.79.6.0.5.38","A1","ps",10000,4,10,0.5,0.3039794460875,0.101096116684638,0.615453012132921
"clog_ps1.A1.4.79.6.0.5.39","A1","ps",10000,4,10,0.5,0.34308392492762,-0.0180185055026771,0.924382726800463
"clog_ps1.A1.4.79.6.0.5.40","A1","ps",10000,4,10,0.5,0.383768251402795,0.0540672212679336,0.775864245678256
"clog_ps1.A1.4.79.6.0.5.41","A1","ps",10000,4,10,0.5,0.272226988637351,0.074107972132449,0.700376622134105
"clog_ps1.A1.4.79.6.0.5.42","A1","ps",10000,4,10,0.5,0.661671339141788,-0.061875403712067,0.760704896785866
"clog_ps1.A1.4.79.6.0.5.43","A1","ps",10000,4,10,0.5,0.538507216540816,-0.0512932943859305,0.781534637281511
"clog_ps1.A1.4.79.6.0.5.44","A1","ps",10000,4,10,0.5,0.233960403665869,0.0990909024819118,0.618966861485051
"clog_ps1.A1.4.79.6.0.5.45","A1","ps",10000,4,10,0.5,0.936123054991521,-0.219053566062684,0.253507754703211
"clog_ps1.A1.4.79.6.0.5.46","A1","ps",10000,4,10,0.5,0.233960403665869,0.141650517063027,0.482093988851058
"clog_ps1.A1.4.79.6.0.5.47","A1","ps",10000,4,10,0.5,0.618487699723502,-0.111225635110225,0.563903806175468
"clog_ps1.A1.4.79.6.0.5.48","A1","ps",10000,4,10,0.5,0.540027809591496,-0.0755075524838973,0.697703717680683
"clog_ps1.A1.4.79.6.0.5.49","A1","ps",10000,4,10,0.5,0.0807566592337711,0.23967285326542,0.214163192812045
"clog_ps1.A1.4.79.6.0.5.50","A1","ps",10000,4,10,0.5,0.805838385510538,-0.0800427076370706,0.689235152099447
"clog_ps1.A1.4.79.6.0.5.51","A1","ps",10000,4,10,0.5,0.132022651422611,0.192903666124491,0.327549375193019
"clog_ps1.A1.4.79.6.0.5.52","A1","ps",10000,4,10,0.5,0.964069680887074,-0.292987124681467,0.128486515013516
"clog_ps1.A1.4.79.6.0.5.53","A1","ps",10000,4,10,0.5,0.5,-0.0851578082840624,0.680014119133455
"clog_ps1.A1.4.79.6.0.5.54","A1","ps",10000,4,10,0.5,0.187594276453879,0.179048231448985,0.345348437456932
"clog_ps1.A1.4.79.6.0.5.55","A1","ps",10000,4,10,0.5,0.763678339914375,-0.151230969723924,0.437578535416753
"clog_ps1.A1.4.79.6.0.5.56","A1","ps",10000,4,10,0.5,0.054799291699558,0.231111720963386,0.222381606707286
"clog_ps1.A1.4.79.6.0.5.57","A1","ps",10000,4,10,0.5,0.13446249025581,0.235314086934465,0.218299256478745
"clog_ps1.A1.4.79.6.0.5.58","A1","ps",10000,4,10,0.5,0.763678339914375,-0.148420005118273,0.441837362466898
"clog_ps1.A1.4.79.6.0.5.59","A1","ps",10000,4,10,0.5,0.459972190408504,0.128617377822094,0.5028472825767
"clog_ps1.A1.4.79.6.0.5.60","A1","ps",10000,4,10,0.5,0.334907678799708,0.0990909024819118,0.618966861485051
"clog_ps1.A1.4.79.6.0.5.61","A1","ps",10000,4,10,0.5,0.0130072398114471,0.430782916090315,0.0362290098857297
"clog_ps1.A1.4.79.6.0.5.62","A1","ps",10000,4,10,0.5,0.073514657657675,0.200670695462151,0.274126384505325
"clog_ps1.A1.4.79.6.0.5.63","A1","ps",10000,4,10,0.5,0.542689306050156,-0.0384662808275799,0.844528730553487
"clog_ps1.A1.4.79.6.0.5.64","A1","ps",10000,4,10,0.5,0.236321660085625,0.0800427076370707,0.689235152099447
"clog_ps1.A1.4.79.6.0.5.65","A1","ps",10000,4,10,0.5,0.811504003381437,-0.136575535005751,0.522754420227274
"clog_ps1.A1.4.79.6.0.5.66","A1","ps",10000,4,10,0.5,0.701943667138338,-0.138836444854216,0.486449537814685
"clog_ps1.A1.4.79.6.0.5.67","A1","ps",10000,4,10,0.5,0.863141092222864,-0.185717145795093,0.336618054571835
"clog_ps1.A1.4.79.6.0.5.68","A1","ps",10000,4,10,0.5,0.129538330351177,0.206336432997828,0.288450903113823
"clog_ps1.A1.4.79.6.0.5.69","A1","ps",10000,4,10,0.5,0.0599221394291131,0.281851152140984,0.162902270629099
"clog_ps1.A1.4.79.6.0.5.70","A1","ps",10000,4,10,0.5,0.986992760188553,-0.456758402490656,0.0275852989258011
"clog_ps1.A1.4.79.6.0.5.71","A1","ps",10000,4,10,0.5,0.384848971890645,0.0855221733802125,0.644002925746448
"clog_ps1.A1.4.79.6.0.5.72","A1","ps",10000,4,10,0.5,0.0293408398640863,0.282566971785007,0.135289746973227
"clog_ps1.A1.4.79.6.0.5.73","A1","ps",10000,4,10,0.5,0.339961392526076,0.0550597771803667,0.773873747398839
"clog_ps1.A1.4.79.6.0.5.74","A1","ps",10000,4,10,0.5,0.540027809591496,0.0183491386681948,0.923694281560608
"clog_ps1.A1.4.79.6.0.5.75","A1","ps",10000,4,10,0.5,0.541294369903979,-0.0384662808275798,0.844528730553488
"clog_ps1.A1.4.79.6.0.5.76","A1","ps",10000,4,10,0.5,0.419946436635634,-0.0183491386681955,0.923694281560605
"clog_ps1.A1.4.79.6.0.5.77","A1","ps",10000,4,10,0.5,0.622132191213136,0,1
"clog_ps1.A1.4.79.6.0.5.78","A1","ps",10000,4,10,0.5,0.307651277845255,0.0755075524838973,0.697703717680683
"clog_ps1.A1.4.79.6.0.5.79","A1","ps",10000,4,10,0.5,0.0280941812940694,0.358945092473127,0.0677034400911681
"clog_ps1.A1.4.79.6.0.5.80","A1","ps",10000,4,10,0.5,0.832038093424132,-0.182321556793954,0.317980603955523
"clog_ps1.A1.4.79.6.0.5.81","A1","ps",10000,4,10,0.5,0.541744046068053,-0.020202707317517,0.919945737666981
"clog_ps1.A1.4.79.6.0.5.82","A1","ps",10000,4,10,0.5,0.0238351903280807,0.18859116980755,0.309893818574928
"clog_ps1.A1.4.79.6.0.5.83","A1","ps",10000,4,10,0.5,0.293796923977829,0.0215062052209595,0.917412846086169
"clog_ps1.A1.4.79.6.0.5.84","A1","ps",10000,4,10,0.5,0.624757290328773,-0.122602322092333,0.544705951205322
"clog_ps1.A1.4.79.6.0.5.85","A1","ps",10000,4,10,0.5,0.699910256429723,-0.133531392624523,0.494845230598268
"clog_ps1.A1.4.79.6.0.5.86","A1","ps",10000,4,10,0.5,0.870461669648823,-0.171850256926659,0.380361606787524
"clog_ps1.A1.4.79.6.0.5.87","A1","ps",10000,4,10,0.5,0.338328660858212,0.13613217432458,0.490698551642335
"clog_ps1.A1.4.79.6.0.5.88","A1","ps",10000,4,10,0.5,0.461128929826031,0.0531098253118809,0.77780311995675
"clog_ps1.A1.4.79.6.0.5.89","A1","ps",10000,4,10,0.5,0.385900106402262,0.121889817609037,0.514175762662069
"clog_ps1.A1.4.79.6.0.5.90","A1","ps",10000,4,10,0.5,0.5,-0.0183491386681954,0.923694281560606
"clog_ps1.A1.4.79.6.0.5.91","A1","ps",10000,4,10,0.5,0.807866968145522,-0.143100843640673,0.450078393208695
