"","strategy","algo","approach","n","n.cova","event.prob","ttm.prob","r.penalty","seed","mh_pval","clog_coef","clog_pval","clog_lower","clog_upper"
"1","matching","A1","ps",50000,4,0.01,0.1,NA,1,0.115069670221708,0.241162056816888,0.231268761487575,-0.153683940034377,0.636008053668153
"2","matching","A1","ps",50000,4,0.01,0.1,NA,2,0.457310693949844,0.0229895182246934,0.914623260850419,-0.397298637607174,0.443277674056561
"3","matching","A1","ps",50000,4,0.01,0.1,NA,3,0.117381831413835,0.23638877806423,0.235853364894848,-0.154456160458866,0.627233716587326
"4","matching","A1","ps",50000,4,0.01,0.1,NA,4,0.00683425961943696,0.541597282371577,0.0148516286788024,0.105833247629811,0.977361317113342
"5","matching","A1","ps",50000,4,0.01,0.1,NA,5,0.375242709671227,0.0674412807845331,0.750531127625092,-0.34830651055885,0.483189072127916
"6","matching","A1","ps",50000,4,0.01,0.1,NA,6,0.000138157464193323,0.770705414905819,0.000388047723002105,0.344966959098712,1.19644387071293
"7","matching","A1","ps",50000,4,0.01,0.1,NA,7,0.0559177609186772,0.340325805937137,0.113569808005086,-0.0812159114057392,0.761867523280013
"8","matching","A1","ps",50000,4,0.01,0.1,NA,8,0.211855398583397,0.160342650075179,0.424207121811608,-0.232910577085217,0.553595877235575
"9","matching","A1","ps",50000,4,0.01,0.1,NA,9,0.223849536232647,0.165079750359448,0.44821444693956,-0.261545282290158,0.591704783009055
"10","matching","A1","ps",50000,4,0.01,0.1,NA,10,0.00765691085671605,0.5753641447562,0.016768541356346,0.103870088900856,1.04685820061154
"11","matching","A1","ps",50000,4,0.01,0.1,NA,11,8.75769943943228e-05,0.852777326151829,0.000271519840444526,0.393731412385002,1.31182323991866
"12","matching","A1","ps",50000,4,0.01,0.1,NA,12,0.0216758756304314,0.413975797774883,0.0448615239317109,0.00949042639847519,0.818461169151292
"13","matching","A1","ps",50000,4,0.01,0.1,NA,13,0.000248256887765974,0.723000139771825,0.000654605920258149,0.307187821175807,1.13881245836784
"14","matching","A1","ps",50000,4,0.01,0.1,NA,14,0.199537598274119,0.178248231406319,0.399699123932038,-0.236590576285996,0.593087039098633
"15","matching","A1","ps",50000,4,0.01,0.1,NA,15,0.0316870146998646,0.38776553100831,0.0650408041118187,-0.0241671097694821,0.799698171786102
"16","matching","A1","ps",50000,4,0.01,0.1,NA,16,0.375242709671227,0.0674412807845328,0.750531127625093,-0.34830651055885,0.483189072127915
"17","matching","A1","ps",50000,4,0.01,0.1,NA,17,0.00125373469676715,0.733969170201563,0.00312013849878086,0.247255743015284,1.22068259738784
