"","strategy","algo","approach","n","n.cova","event.prob","ttm.prob","seed","mh_pval","clog_coef","clog_pval"
"271","counter-matching","A2","ps",20000,4,1,0.1,1,0.569097783475495,-0.0606246218112159,0.861825381138158
"272","counter-matching","A2","ps",20000,4,1,0.5,1,0.43794802896147,0.0243914531241497,0.875899109389169
"273","counter-matching","A2","ps",10000,4,5,0.1,1,0.357500327344045,0.133531392624523,0.715203053361471
"274","counter-matching","A2","ps",10000,4,5,0.5,1,0.240425529035762,0.110541874399823,0.481074376109142
"275","counter-matching","A2","ps",10000,4,10,0.1,1,0.295006943581673,0.194156014440958,0.590597399111662
"276","counter-matching","A2","ps",10000,4,10,0.5,1,0.217439829247892,0.1221026968009,0.435164920505226
"277","counter-matching","A2","ps",20000,10,1,0.1,1,0.767395590773929,-0.268263986594678,0.466545341652668
"278","counter-matching","A2","ps",20000,10,1,0.5,1,0.915336351393969,-0.22314355131421,0.170212520385255
"279","counter-matching","A2","ps",10000,10,5,0.1,1,0.658454300845196,-0.167054084663166,0.683439627231701
"280","counter-matching","A2","ps",10000,10,5,0.5,1,0.836406561104847,-0.160342650075179,0.327704960046716
"281","counter-matching","A2","ps",10000,10,10,0.1,1,0.423694829843357,0.0741079721324495,0.847424147616718
"282","counter-matching","A2","ps",10000,10,10,0.5,1,0.689063287834629,-0.0811255447723081,0.621968962467711
"283","counter-matching","A2","ps",20000,20,1,0.1,1,0.936684771026191,-0.693147178402484,0.134297258593133
"284","counter-matching","A2","ps",20000,20,1,0.5,1,0.672639576990711,-0.0800427076370706,0.654807022566677
"285","counter-matching","A2","ps",10000,20,5,0.1,1,0.5,0,1
"286","counter-matching","A2","ps",10000,20,5,0.5,1,0.63234165468133,-0.0571584138364919,0.735351366756846
"287","counter-matching","A2","ps",10000,20,10,0.1,1,0.413629673281356,0.0953101796806683,0.827323681628342
"288","counter-matching","A2","ps",10000,20,10,0.5,1,0.465450617520189,0.0150378773645404,0.930901884482633
"289","matching","A1","ps",20000,4,1,0.1,2,0.5,0,1
"290","matching","A1","ps",20000,4,1,0.5,2,0.121807694164959,0.248461359298499,0.244827932988978
"291","matching","A1","ps",10000,4,5,0.1,2,0.357500327344045,0.133531392624523,0.715203053361471
"292","matching","A1","ps",10000,4,5,0.5,2,0.459141080513735,0.0210534091978292,0.918283664932982
"293","matching","A1","ps",10000,4,10,0.1,2,0.357500327344045,0.133531392624523,0.715203053361471
"294","matching","A1","ps",10000,4,10,0.5,2,0.202124247369736,0.174353387144778,0.404843516563162
"295","matching","A1","ps",20000,10,1,0.1,2,0.814453315238651,-0.405465108107289,0.374363512135995
"296","matching","A1","ps",20000,10,1,0.5,2,0.968312985300135,-0.38776553100831,0.065040804111819
"297","matching","A1","ps",10000,10,5,0.1,2,0.874325445594889,-0.538996500675662,0.257084020049373
"298","matching","A1","ps",10000,10,5,0.5,2,0.738784357519218,-0.136575535005751,0.522754420227275
"299","matching","A1","ps",10000,10,10,0.1,2,0.665092321200292,-0.182321556793954,0.670245265976437
"300","matching","A1","ps",10000,10,10,0.5,2,0.704040168299511,-0.115069329784787,0.59212399072303
"301","matching","A1","ps",20000,20,1,0.1,2,0.901647198770527,-0.693147178402484,0.205689347619243
"302","matching","A1","ps",20000,20,1,0.5,2,0.256345380130962,0.143100843640674,0.513050328830556
"303","matching","A1","ps",10000,20,5,0.1,2,0.725746882249926,-0.241162056816887,0.549474018091027
"304","matching","A1","ps",10000,20,5,0.5,2,0.455210000254901,0.0253178079842786,0.910422382888184
"305","matching","A1","ps",10000,20,10,0.1,2,0.658454300845196,-0.167054084663166,0.683439627231701
"306","matching","A1","ps",10000,20,10,0.5,2,0.544235881045311,-0.0246926125903619,0.911530476279586
"307","matching","A2","ps",20000,4,1,0.1,2,0.815414291833654,-0.325422400434594,0.371281131359037
"308","matching","A2","ps",20000,4,1,0.5,2,0.265807288440806,0.130620182417064,0.531906239222217
"309","matching","A2","ps",10000,4,5,0.1,2,0.423694829843357,0.0741079721324494,0.847424147616718
"310","matching","A2","ps",10000,4,5,0.5,2,0.540858919486265,-0.0210534091978291,0.918283664932983
"311","matching","A2","ps",10000,4,10,0.1,2,0.347443301186237,0.154150679827258,0.69517334211627
"312","matching","A2","ps",10000,4,10,0.5,2,0.177904470656989,0.190043602887865,0.356532527666435
"313","matching","A2","ps",20000,10,1,0.1,2,0.803115682678504,-0.367724780125111,0.396428580594401
"314","matching","A2","ps",20000,10,1,0.5,2,0.986869682941102,-0.456758402490656,0.0275852989258011
"315","matching","A2","ps",10000,10,5,0.1,2,0.766572864588637,-0.356674943938601,0.469210446475963
"316","matching","A2","ps",10000,10,5,0.5,2,0.701943667138338,-0.11247798342669,0.596306314320376
"317","matching","A2","ps",10000,10,10,0.1,2,0.665092321200292,-0.182321556793954,0.670245265976437
"318","matching","A2","ps",10000,10,10,0.5,2,0.805838385510538,-0.186585955580412,0.389011125020727
"319","matching","A2","ps",20000,20,1,0.1,2,0.857475296298694,-0.587786664701256,0.291970300369013
"320","matching","A2","ps",20000,20,1,0.5,2,0.416514446859761,0.0444517625702391,0.833042437514799
"321","matching","A2","ps",10000,20,5,0.1,2,0.783616209666108,-0.310154928303823,0.434608975055545
"322","matching","A2","ps",10000,20,5,0.5,2,0.410423619270964,0.0512932943859305,0.820866543326719
"323","matching","A2","ps",10000,20,10,0.1,2,0.725746882249926,-0.241162056816887,0.549474018091027
"324","matching","A2","ps",10000,20,10,0.5,2,0.630558659818236,-0.0741079721324494,0.738940243765796
"325","counter-matching","A1","ps",20000,4,1,0.1,2,0.295006943581673,0.194156014440958,0.590597399111663
"326","counter-matching","A1","ps",20000,4,1,0.5,2,0.43794802896147,0.0243914531241497,0.875899109389169
"327","counter-matching","A1","ps",10000,4,5,0.1,2,0.28873433121365,0.207639364778244,0.578151716260274
"328","counter-matching","A1","ps",10000,4,5,0.5,2,0.349410820557021,0.0598981415762723,0.698864458471393
"329","counter-matching","A1","ps",10000,4,10,0.1,2,0.361836804915882,0.125163142122991,0.723846518611428
"330","counter-matching","A1","ps",10000,4,10,0.5,2,0.32171442178181,0.0714589639656546,0.643499435159298
"331","counter-matching","A1","ps",20000,10,1,0.1,2,0.767395590773929,-0.268263986594678,0.466545341652668
"332","counter-matching","A1","ps",20000,10,1,0.5,2,0.902817044598445,-0.211309093667207,0.195196059141034
"333","counter-matching","A1","ps",10000,10,5,0.1,2,0.658454300845196,-0.167054084663166,0.683439627231701
"334","counter-matching","A1","ps",10000,10,5,0.5,2,0.85495518090567,-0.172612742666994,0.290688354576977
"335","counter-matching","A1","ps",10000,10,10,0.1,2,0.423694829843357,0.0741079721324495,0.847424147616718
"336","counter-matching","A1","ps",10000,10,10,0.5,2,0.689063287834629,-0.0811255447723081,0.621968962467711
"337","counter-matching","A1","ps",20000,20,1,0.1,2,0.955959244168905,-0.762140043722065,0.0959098091750915
"338","counter-matching","A1","ps",20000,20,1,0.5,2,0.640281227788304,-0.0645385211294861,0.719484172704486
"339","counter-matching","A1","ps",10000,20,5,0.1,2,0.5,0,1
"340","counter-matching","A1","ps",10000,20,5,0.5,2,0.693955059955372,-0.0857668216983057,0.612198909016399
"341","counter-matching","A1","ps",10000,20,10,0.1,2,0.413629673281356,0.0953101796806683,0.827323681628342
"342","counter-matching","A1","ps",10000,20,10,0.5,2,0.534549382479811,-0.0150378773645404,0.930901884482633
"343","counter-matching","A2","ps",20000,4,1,0.1,2,0.569097783475495,-0.0606246218112159,0.861825381138158
"344","counter-matching","A2","ps",20000,4,1,0.5,2,0.43794802896147,0.0243914531241497,0.875899109389169
"345","counter-matching","A2","ps",10000,4,5,0.1,2,0.357500327344045,0.133531392624523,0.715203053361471
"346","counter-matching","A2","ps",10000,4,5,0.5,2,0.240425529035762,0.110541874399823,0.481074376109142
"347","counter-matching","A2","ps",10000,4,10,0.1,2,0.295006943581673,0.194156014440958,0.590597399111662
"348","counter-matching","A2","ps",10000,4,10,0.5,2,0.217439829247892,0.1221026968009,0.435164920505226
"349","counter-matching","A2","ps",20000,10,1,0.1,2,0.767395590773929,-0.268263986594678,0.466545341652668
"350","counter-matching","A2","ps",20000,10,1,0.5,2,0.915336351393969,-0.22314355131421,0.170212520385255
"351","counter-matching","A2","ps",10000,10,5,0.1,2,0.658454300845196,-0.167054084663166,0.683439627231701
"352","counter-matching","A2","ps",10000,10,5,0.5,2,0.836406561104847,-0.160342650075179,0.327704960046716
"353","counter-matching","A2","ps",10000,10,10,0.1,2,0.423694829843357,0.0741079721324495,0.847424147616718
"354","counter-matching","A2","ps",10000,10,10,0.5,2,0.689063287834629,-0.0811255447723081,0.621968962467711
"355","counter-matching","A2","ps",20000,20,1,0.1,2,0.936684771026191,-0.693147178402484,0.134297258593133
"356","counter-matching","A2","ps",20000,20,1,0.5,2,0.672639576990711,-0.0800427076370706,0.654807022566677
"357","counter-matching","A2","ps",10000,20,5,0.1,2,0.5,0,1
"358","counter-matching","A2","ps",10000,20,5,0.5,2,0.63234165468133,-0.0571584138364919,0.735351366756846
"359","counter-matching","A2","ps",10000,20,10,0.1,2,0.413629673281356,0.0953101796806683,0.827323681628342
"360","counter-matching","A2","ps",10000,20,10,0.5,2,0.465450617520189,0.0150378773645404,0.930901884482633
"361","matching","A1","ps",20000,4,1,0.1,3,0.5,0,1
"362","matching","A1","ps",20000,4,1,0.5,3,0.121807694164959,0.248461359298499,0.244827932988978
"363","matching","A1","ps",10000,4,5,0.1,3,0.357500327344045,0.133531392624523,0.715203053361471
"364","matching","A1","ps",10000,4,5,0.5,3,0.459141080513735,0.0210534091978292,0.918283664932982
"365","matching","A1","ps",10000,4,10,0.1,3,0.357500327344045,0.133531392624523,0.715203053361471
"366","matching","A1","ps",10000,4,10,0.5,3,0.202124247369736,0.174353387144778,0.404843516563162
"367","matching","A1","ps",20000,10,1,0.1,3,0.814453315238651,-0.405465108107289,0.374363512135995
"368","matching","A1","ps",20000,10,1,0.5,3,0.968312985300135,-0.38776553100831,0.065040804111819
"369","matching","A1","ps",10000,10,5,0.1,3,0.874325445594889,-0.538996500675662,0.257084020049373
"370","matching","A1","ps",10000,10,5,0.5,3,0.738784357519218,-0.136575535005751,0.522754420227275
"371","matching","A1","ps",10000,10,10,0.1,3,0.665092321200292,-0.182321556793954,0.670245265976437
"372","matching","A1","ps",10000,10,10,0.5,3,0.704040168299511,-0.115069329784787,0.59212399072303
"373","matching","A1","ps",20000,20,1,0.1,3,0.901647198770527,-0.693147178402484,0.205689347619243
"374","matching","A1","ps",20000,20,1,0.5,3,0.256345380130962,0.143100843640674,0.513050328830556
"375","matching","A1","ps",10000,20,5,0.1,3,0.725746882249926,-0.241162056816887,0.549474018091027
"376","matching","A1","ps",10000,20,5,0.5,3,0.455210000254901,0.0253178079842786,0.910422382888184
"377","matching","A1","ps",10000,20,10,0.1,3,0.658454300845196,-0.167054084663166,0.683439627231701
"378","matching","A1","ps",10000,20,10,0.5,3,0.544235881045311,-0.0246926125903619,0.911530476279586
"379","matching","A2","ps",20000,4,1,0.1,3,0.815414291833654,-0.325422400434594,0.371281131359037
"380","matching","A2","ps",20000,4,1,0.5,3,0.265807288440806,0.130620182417064,0.531906239222217
"381","matching","A2","ps",10000,4,5,0.1,3,0.423694829843357,0.0741079721324494,0.847424147616718
"382","matching","A2","ps",10000,4,5,0.5,3,0.540858919486265,-0.0210534091978291,0.918283664932983
"383","matching","A2","ps",10000,4,10,0.1,3,0.347443301186237,0.154150679827258,0.69517334211627
"384","matching","A2","ps",10000,4,10,0.5,3,0.177904470656989,0.190043602887865,0.356532527666435
"385","matching","A2","ps",20000,10,1,0.1,3,0.803115682678504,-0.367724780125111,0.396428580594401
"386","matching","A2","ps",20000,10,1,0.5,3,0.986869682941102,-0.456758402490656,0.0275852989258011
"387","matching","A2","ps",10000,10,5,0.1,3,0.766572864588637,-0.356674943938601,0.469210446475963
"388","matching","A2","ps",10000,10,5,0.5,3,0.701943667138338,-0.11247798342669,0.596306314320376
"389","matching","A2","ps",10000,10,10,0.1,3,0.665092321200292,-0.182321556793954,0.670245265976437
"390","matching","A2","ps",10000,10,10,0.5,3,0.805838385510538,-0.186585955580412,0.389011125020727
"391","matching","A2","ps",20000,20,1,0.1,3,0.857475296298694,-0.587786664701256,0.291970300369013
"392","matching","A2","ps",20000,20,1,0.5,3,0.416514446859761,0.0444517625702391,0.833042437514799
"393","matching","A2","ps",10000,20,5,0.1,3,0.783616209666108,-0.310154928303823,0.434608975055545
"394","matching","A2","ps",10000,20,5,0.5,3,0.410423619270964,0.0512932943859305,0.820866543326719
"395","matching","A2","ps",10000,20,10,0.1,3,0.725746882249926,-0.241162056816887,0.549474018091027
"396","matching","A2","ps",10000,20,10,0.5,3,0.630558659818236,-0.0741079721324494,0.738940243765796
"397","counter-matching","A1","ps",20000,4,1,0.1,3,0.295006943581673,0.194156014440958,0.590597399111663
"398","counter-matching","A1","ps",20000,4,1,0.5,3,0.43794802896147,0.0243914531241497,0.875899109389169
"399","counter-matching","A1","ps",10000,4,5,0.1,3,0.28873433121365,0.207639364778244,0.578151716260274
"400","counter-matching","A1","ps",10000,4,5,0.5,3,0.349410820557021,0.0598981415762723,0.698864458471393
"401","counter-matching","A1","ps",10000,4,10,0.1,3,0.361836804915882,0.125163142122991,0.723846518611428
"402","counter-matching","A1","ps",10000,4,10,0.5,3,0.32171442178181,0.0714589639656546,0.643499435159298
"403","counter-matching","A1","ps",20000,10,1,0.1,3,0.767395590773929,-0.268263986594678,0.466545341652668
"404","counter-matching","A1","ps",20000,10,1,0.5,3,0.902817044598445,-0.211309093667207,0.195196059141034
"405","counter-matching","A1","ps",10000,10,5,0.1,3,0.658454300845196,-0.167054084663166,0.683439627231701
"406","counter-matching","A1","ps",10000,10,5,0.5,3,0.85495518090567,-0.172612742666994,0.290688354576977
"407","counter-matching","A1","ps",10000,10,10,0.1,3,0.423694829843357,0.0741079721324495,0.847424147616718
"408","counter-matching","A1","ps",10000,10,10,0.5,3,0.689063287834629,-0.0811255447723081,0.621968962467711
"409","counter-matching","A1","ps",20000,20,1,0.1,3,0.955959244168905,-0.762140043722065,0.0959098091750915
"410","counter-matching","A1","ps",20000,20,1,0.5,3,0.640281227788304,-0.0645385211294861,0.719484172704486
"411","counter-matching","A1","ps",10000,20,5,0.1,3,0.5,0,1
"412","counter-matching","A1","ps",10000,20,5,0.5,3,0.693955059955372,-0.0857668216983057,0.612198909016399
"413","counter-matching","A1","ps",10000,20,10,0.1,3,0.413629673281356,0.0953101796806683,0.827323681628342
"414","counter-matching","A1","ps",10000,20,10,0.5,3,0.534549382479811,-0.0150378773645404,0.930901884482633
"415","counter-matching","A2","ps",20000,4,1,0.1,3,0.569097783475495,-0.0606246218112159,0.861825381138158
"416","counter-matching","A2","ps",20000,4,1,0.5,3,0.43794802896147,0.0243914531241497,0.875899109389169
"417","counter-matching","A2","ps",10000,4,5,0.1,3,0.357500327344045,0.133531392624523,0.715203053361471
"418","counter-matching","A2","ps",10000,4,5,0.5,3,0.240425529035762,0.110541874399823,0.481074376109142
"419","counter-matching","A2","ps",10000,4,10,0.1,3,0.295006943581673,0.194156014440958,0.590597399111662
"420","counter-matching","A2","ps",10000,4,10,0.5,3,0.217439829247892,0.1221026968009,0.435164920505226
"421","counter-matching","A2","ps",20000,10,1,0.1,3,0.767395590773929,-0.268263986594678,0.466545341652668
"422","counter-matching","A2","ps",20000,10,1,0.5,3,0.915336351393969,-0.22314355131421,0.170212520385255
"423","counter-matching","A2","ps",10000,10,5,0.1,3,0.658454300845196,-0.167054084663166,0.683439627231701
"424","counter-matching","A2","ps",10000,10,5,0.5,3,0.836406561104847,-0.160342650075179,0.327704960046716
"425","counter-matching","A2","ps",10000,10,10,0.1,3,0.423694829843357,0.0741079721324495,0.847424147616718
"426","counter-matching","A2","ps",10000,10,10,0.5,3,0.689063287834629,-0.0811255447723081,0.621968962467711
"427","counter-matching","A2","ps",20000,20,1,0.1,3,0.936684771026191,-0.693147178402484,0.134297258593133
"428","counter-matching","A2","ps",20000,20,1,0.5,3,0.672639576990711,-0.0800427076370706,0.654807022566677
"429","counter-matching","A2","ps",10000,20,5,0.1,3,0.5,0,1
"430","counter-matching","A2","ps",10000,20,5,0.5,3,0.63234165468133,-0.0571584138364919,0.735351366756846
"431","counter-matching","A2","ps",10000,20,10,0.1,3,0.413629673281356,0.0953101796806683,0.827323681628342
"432","counter-matching","A2","ps",10000,20,10,0.5,3,0.465450617520189,0.0150378773645404,0.930901884482633
"433","matching","A1","drs",20000,4,1,0.1,1,0.630558659818236,-0.111225634746148,0.73901232315695
"434","matching","A1","drs",20000,4,1,0.5,1,0.311124783476758,0.0971637483121601,0.622386492930499
"435","matching","A1","drs",10000,4,5,0.1,1,0.192044124736926,0.305381649551169,0.385933600839068
"436","matching","A1","drs",10000,4,5,0.5,1,0.783616209666108,-0.154150679827259,0.433222982967698
"437","matching","A1","drs",10000,4,10,0.1,1,0.0968232156346103,0.492476485082534,0.198155699103266
"438","matching","A1","drs",10000,4,10,0.5,1,0.785854072277553,-0.157185583522412,0.428767105464635
"439","matching","A1","drs",20000,10,1,0.1,1,0.823419823342006,-0.348306694268123,0.355590512469625
"440","matching","A1","drs",20000,10,1,0.5,1,0.856788988611071,-0.22825865198098,0.287467847216013
"441","matching","A1","drs",10000,10,5,0.1,1,0.281851430825387,0.22314355131421,0.564510978132912
"442","matching","A1","drs",10000,10,5,0.5,1,0.874325445594889,-0.264692554227081,0.252732772437154
"443","matching","A1","drs",10000,10,10,0.1,1,0.352728493055637,0.143100843640673,0.70569643359096
"444","matching","A1","drs",10000,10,10,0.5,1,0.805838385510538,-0.186585955580412,0.389011125020728
"445","matching","A1","drs",20000,20,1,0.1,1,0.207108089121263,0.336472236621157,0.416414364181268
"446","matching","A1","drs",20000,20,1,0.5,1,0.372440809772978,0.0706175671987753,0.74493277784728
"447","matching","A1","drs",10000,20,5,0.1,1,0.672639576990711,-0.200670695462151,0.655262030315414
"448","matching","A1","drs",10000,20,5,0.5,1,0.853914350341587,-0.24783616390458,0.29340591771307
"449","matching","A1","drs",10000,20,10,0.1,1,0.754351437892054,-0.31845373111851,0.493124620479832
"450","matching","A1","drs",10000,20,10,0.5,1,0.676822402230255,-0.105360515408545,0.646507567598548
"451","matching","A2","drs",20000,4,1,0.1,1,0.128419628978928,0.435318071255351,0.260593467376932
"452","matching","A2","drs",20000,4,1,0.5,1,0.5,0,1
"453","matching","A2","drs",10000,4,5,0.1,1,0.184585708166346,0.325422400434594,0.371281131359037
"454","matching","A2","drs",10000,4,5,0.5,1,0.538871070173969,-0.0190481949706929,0.92225903122463
"455","matching","A2","drs",10000,4,10,0.1,1,0.0416322583317752,0.693147178402484,0.0895347727601976
"456","matching","A2","drs",10000,4,10,0.5,1,0.57774036626353,-0.0384662808275798,0.844528730553488
"457","matching","A2","drs",20000,10,1,0.1,1,0.579259709439103,-0.0800427076370705,0.841522329381647
"458","matching","A2","drs",20000,10,1,0.5,1,0.964227013705497,-0.386772975095576,0.0733232656592056
"459","matching","A2","drs",10000,10,5,0.1,1,0.352728493055637,0.143100843640673,0.70569643359096
"460","matching","A2","drs",10000,10,5,0.5,1,0.545365477392889,-0.0259754864032469,0.909271584913417
"461","matching","A2","drs",10000,10,10,0.1,1,0.571268779020379,-0.0645385211294861,0.857486911736323
"462","matching","A2","drs",10000,10,10,0.5,1,0.895000164122195,-0.287682072451776,0.211572191455648
"463","matching","A2","drs",20000,20,1,0.1,1,0.274253117750074,0.241162056816888,0.549474018091027
"464","matching","A2","drs",20000,20,1,0.5,1,0.854079727428106,-0.22314355131421,0.292841399257467
"465","matching","A2","drs",10000,20,5,0.1,1,0.5,0,1
"466","matching","A2","drs",10000,20,5,0.5,1,0.751547076217616,-0.154150679827258,0.497331740144446
"467","matching","A2","drs",10000,20,10,0.1,1,0.814453315238651,-0.405465108107289,0.374363512135995
"468","matching","A2","drs",10000,20,10,0.5,1,0.784523387999606,-0.177681177237453,0.431559104656011
"469","counter-matching","A1","drs",20000,4,1,0.1,1,0.372801394463731,0.105360515408545,0.745716352063038
"470","counter-matching","A1","drs",20000,4,1,0.5,1,0.263544628432769,0.100083458556983,0.527261655530859
"471","counter-matching","A1","drs",10000,4,5,0.1,1,0.777117046042579,-0.233614851181505,0.446799413143472
"472","counter-matching","A1","drs",10000,4,5,0.5,1,0.959960340126891,-0.280301965154155,0.0810703063892357
"473","counter-matching","A1","drs",10000,4,10,0.1,1,0.5,0,1
"474","counter-matching","A1","drs",10000,4,10,0.5,1,0.931650243139023,-0.234193387500795,0.137596982406951
"475","counter-matching","A1","drs",20000,10,1,0.1,1,0.753641661386456,-0.23638877806423,0.493722788797258
"476","counter-matching","A1","drs",20000,10,1,0.5,1,0.841344746068543,-0.167054084663166,0.317873101240172
"477","counter-matching","A1","drs",10000,10,5,0.1,1,0.5,0,1
"478","counter-matching","A1","drs",10000,10,5,0.5,1,0.807955875263074,-0.151806012868004,0.384544685902209
"479","counter-matching","A1","drs",10000,10,10,0.1,1,0.232604409226071,0.268263986594677,0.466545341652668
"480","counter-matching","A1","drs",10000,10,10,0.5,1,0.72656736552208,-0.103796793681645,0.54704520176406
"481","counter-matching","A1","drs",20000,20,1,0.1,1,0.0416322583317752,0.693147178402484,0.0895347727601966
"482","counter-matching","A1","drs",20000,20,1,0.5,1,0.640281227788304,-0.0645385211294861,0.719484172704486
"483","counter-matching","A1","drs",10000,20,5,0.1,1,0.672639576990711,-0.200670695462151,0.655262030315414
"484","counter-matching","A1","drs",10000,20,5,0.5,1,0.642499672655955,-0.0666913744885002,0.715051159637979
"485","counter-matching","A1","drs",10000,20,10,0.1,1,0.743654619869038,-0.287682072451776,0.514142121200265
"486","counter-matching","A1","drs",10000,20,10,0.5,1,0.640281227788304,-0.064538521129486,0.719484172704486
"487","counter-matching","A2","drs",20000,4,1,0.1,1,0.310936712165371,0.162518929497775,0.622256655764156
"488","counter-matching","A2","drs",20000,4,1,0.5,1,0.191506895180481,0.138586163286146,0.383394418754857
"489","counter-matching","A2","drs",10000,4,5,0.1,1,0.85164123683897,-0.313657558855022,0.298696334419487
"490","counter-matching","A2","drs",10000,4,5,0.5,1,0.959004839499809,-0.276753001919587,0.0829687460227486
"491","counter-matching","A2","drs",10000,4,10,0.1,1,0.5,0,1
"492","counter-matching","A2","drs",10000,4,10,0.5,1,0.897048394633966,-0.200670695462151,0.206664225997148
"493","counter-matching","A2","drs",20000,10,1,0.1,1,0.800987640246531,-0.287682072451776,0.399649785455476
"494","counter-matching","A2","drs",20000,10,1,0.5,1,0.693955059955372,-0.0857668216983056,0.612198909016399
"495","counter-matching","A2","drs",10000,10,5,0.1,1,0.28873433121365,0.207639364778245,0.578151716260273
"496","counter-matching","A2","drs",10000,10,5,0.5,1,0.870180114309357,-0.19611487892629,0.260403252081769
"497","counter-matching","A2","drs",10000,10,10,0.1,1,0.295006943581673,0.194156014440958,0.590597399111662
"498","counter-matching","A2","drs",10000,10,10,0.5,1,0.635158547778375,-0.0597192346969243,0.729721496307562
"499","counter-matching","A2","drs",20000,20,1,0.1,1,0.0416322583317752,0.693147178402484,0.0895347727601966
"500","counter-matching","A2","drs",20000,20,1,0.5,1,0.732749387218454,-0.110348057168865,0.53470850748631
"501","counter-matching","A2","drs",10000,20,5,0.1,1,0.672639576990711,-0.200670695462151,0.655262030315414
"502","counter-matching","A2","drs",10000,20,5,0.5,1,0.675281858136623,-0.0826917157993195,0.649529457144614
"503","counter-matching","A2","drs",10000,20,10,0.1,1,0.803115682678504,-0.367724780125111,0.396428580594401
"504","counter-matching","A2","drs",10000,20,10,0.5,1,0.703509950991287,-0.0953101796806689,0.593120005586689
"505","matching","A1","drs",20000,4,1,0.1,2,0.630558659818236,-0.111225634746148,0.73901232315695
"506","matching","A1","drs",20000,4,1,0.5,2,0.311124783476758,0.0971637483121601,0.622386492930499
"507","matching","A1","drs",10000,4,5,0.1,2,0.192044124736926,0.305381649551169,0.385933600839068
"508","matching","A1","drs",10000,4,5,0.5,2,0.783616209666108,-0.154150679827259,0.433222982967698
"509","matching","A1","drs",10000,4,10,0.1,2,0.0968232156346103,0.492476485082534,0.198155699103266
"510","matching","A1","drs",10000,4,10,0.5,2,0.785854072277553,-0.157185583522412,0.428767105464635
"511","matching","A1","drs",20000,10,1,0.1,2,0.823419823342006,-0.348306694268123,0.355590512469625
"512","matching","A1","drs",20000,10,1,0.5,2,0.856788988611071,-0.22825865198098,0.287467847216013
"513","matching","A1","drs",10000,10,5,0.1,2,0.281851430825387,0.22314355131421,0.564510978132912
"514","matching","A1","drs",10000,10,5,0.5,2,0.874325445594889,-0.264692554227081,0.252732772437154
"515","matching","A1","drs",10000,10,10,0.1,2,0.352728493055637,0.143100843640673,0.70569643359096
"516","matching","A1","drs",10000,10,10,0.5,2,0.805838385510538,-0.186585955580412,0.389011125020728
"517","matching","A1","drs",20000,20,1,0.1,2,0.207108089121263,0.336472236621157,0.416414364181268
"518","matching","A1","drs",20000,20,1,0.5,2,0.372440809772978,0.0706175671987753,0.74493277784728
"519","matching","A1","drs",10000,20,5,0.1,2,0.672639576990711,-0.200670695462151,0.655262030315414
"520","matching","A1","drs",10000,20,5,0.5,2,0.853914350341587,-0.24783616390458,0.29340591771307
"521","matching","A1","drs",10000,20,10,0.1,2,0.754351437892054,-0.31845373111851,0.493124620479832
"522","matching","A1","drs",10000,20,10,0.5,2,0.676822402230255,-0.105360515408545,0.646507567598548
"523","matching","A2","drs",20000,4,1,0.1,2,0.128419628978928,0.435318071255351,0.260593467376932
"524","matching","A2","drs",20000,4,1,0.5,2,0.5,0,1
"525","matching","A2","drs",10000,4,5,0.1,2,0.184585708166346,0.325422400434594,0.371281131359037
"526","matching","A2","drs",10000,4,5,0.5,2,0.538871070173969,-0.0190481949706929,0.92225903122463
"527","matching","A2","drs",10000,4,10,0.1,2,0.0416322583317752,0.693147178402484,0.0895347727601976
"528","matching","A2","drs",10000,4,10,0.5,2,0.57774036626353,-0.0384662808275798,0.844528730553488
"529","matching","A2","drs",20000,10,1,0.1,2,0.579259709439103,-0.0800427076370705,0.841522329381647
"530","matching","A2","drs",20000,10,1,0.5,2,0.964227013705497,-0.386772975095576,0.0733232656592056
"531","matching","A2","drs",10000,10,5,0.1,2,0.352728493055637,0.143100843640673,0.70569643359096
"532","matching","A2","drs",10000,10,5,0.5,2,0.545365477392889,-0.0259754864032469,0.909271584913417
"533","matching","A2","drs",10000,10,10,0.1,2,0.571268779020379,-0.0645385211294861,0.857486911736323
"534","matching","A2","drs",10000,10,10,0.5,2,0.895000164122195,-0.287682072451776,0.211572191455648
"535","matching","A2","drs",20000,20,1,0.1,2,0.274253117750074,0.241162056816888,0.549474018091027
"536","matching","A2","drs",20000,20,1,0.5,2,0.854079727428106,-0.22314355131421,0.292841399257467
"537","matching","A2","drs",10000,20,5,0.1,2,0.5,0,1
"538","matching","A2","drs",10000,20,5,0.5,2,0.751547076217616,-0.154150679827258,0.497331740144446
"539","matching","A2","drs",10000,20,10,0.1,2,0.814453315238651,-0.405465108107289,0.374363512135995
"540","matching","A2","drs",10000,20,10,0.5,2,0.784523387999606,-0.177681177237453,0.431559104656011
"541","counter-matching","A1","drs",20000,4,1,0.1,2,0.372801394463731,0.105360515408545,0.745716352063038
"542","counter-matching","A1","drs",20000,4,1,0.5,2,0.263544628432769,0.100083458556983,0.527261655530859
"543","counter-matching","A1","drs",10000,4,5,0.1,2,0.777117046042579,-0.233614851181505,0.446799413143472
"544","counter-matching","A1","drs",10000,4,5,0.5,2,0.959960340126891,-0.280301965154155,0.0810703063892357
"545","counter-matching","A1","drs",10000,4,10,0.1,2,0.5,0,1
"546","counter-matching","A1","drs",10000,4,10,0.5,2,0.931650243139023,-0.234193387500795,0.137596982406951
